Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Destination Address Final,Destination Address Final Source,Destination Type (Standardized),Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Total Process Wastewater Exports (Gallons),Estimated Number of 10k-gallon Hauls,Estimated Number of 20k-gallon Hauls
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-012-015,Destination Assessor Parcel Number,Other,38.092463,-120.485064,,2024-04-06,False,,,,,525000.0,52,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-012-005,Destination Assessor Parcel Number,Other,37.435676,-120.933489,,2024-04-06,False,,,,,1050000.0,105,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-006,Destination Assessor Parcel Number,Other,37.417898,-120.941788,,2024-04-11,False,,,,,300000.0,30,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-015,Destination Assessor Parcel Number,Other,38.080564,-120.547528,,2024-04-11,False,,,,,300000.0,30,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-006,Destination Assessor Parcel Number,Other,37.417898,-120.941788,,2024-05-27,False,,,,,240000.0,24,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-015,Destination Assessor Parcel Number,Other,38.080564,-120.547528,,2024-05-27,False,,,,,240000.0,24,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-012-015,Destination Assessor Parcel Number,Other,38.092463,-120.485064,,2024-05-31,False,,,,,525000.0,52,0
Machado Dairy,7413 S. Mitchell Rs. Turlock 95380,37.424464597099,-120.941026742077,057-012-005,Destination Assessor Parcel Number,Other,37.435676,-120.933489,,2024-05-31,False,,,,,1050000.0,105,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-006,Destination Assessor Parcel Number,Other,37.417898,-120.941788,,2024-07-16,False,,,,,210000.0,21,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-015,Destination Assessor Parcel Number,Other,38.080564,-120.547528,,2024-07-16,False,,,,,210000.0,21,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-012-015,Destination Assessor Parcel Number,Other,38.092463,-120.485064,,2024-07-25,False,,,,,630000.0,63,0
Machado Dairy,7413 S. Mitchell Rs. Turlock 95380,37.424464597099,-120.941026742077,057-012-005,Destination Assessor Parcel Number,Other,37.435676,-120.933489,,2024-07-25,False,,,,,1260000.0,126,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-006,Destination Assessor Parcel Number,Other,37.417898,-120.941788,,2024-08-17,False,,,,,225000.0,22,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-015,Destination Assessor Parcel Number,Other,38.080564,-120.547528,,2024-08-17,False,,,,,225000.0,22,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-012-015,Destination Assessor Parcel Number,Other,38.092463,-120.485064,,2024-08-23,False,,,,,490000.0,49,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-012-005,Destination Assessor Parcel Number,Other,37.435676,-120.933489,,2024-08-23,False,,,,,980000.0,98,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-006,Destination Assessor Parcel Number,Other,37.417898,-120.941788,,2024-09-06,False,,,,,225000.0,22,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-015,Destination Assessor Parcel Number,Other,38.080564,-120.547528,,2024-09-06,False,,,,,225000.0,22,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-012-015,Destination Assessor Parcel Number,Other,38.092463,-120.485064,,2024-09-11,False,,,,,490000.0,49,0
Machado Dairy,7413 S. Mitchell Rs. Turlock 95380,37.424464597099,-120.941026742077,057-012-005,Destination Assessor Parcel Number,Other,37.435676,-120.933489,,2024-09-11,False,,,,,980000.0,98,0
Machado Dairy,7413 S. Mitchell Rs. Turlock 95380,37.424464597099,-120.941026742077,057-023-006,Destination Assessor Parcel Number,Other,37.417898,-120.941788,,2024-10-24,False,,,,,225000.0,22,0
Machado Dairy,7413 S. Mitchell Rs. Turlock 95380,37.424464597099,-120.941026742077,057-023-015,Destination Assessor Parcel Number,Other,38.080564,-120.547528,,2024-10-24,False,,,,,225000.0,22,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-012-015,Destination Assessor Parcel Number,Other,38.092463,-120.485064,,2024-10-26,False,,,,,525000.0,52,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-012-005,Destination Assessor Parcel Number,Other,37.435676,-120.933489,,2024-10-27,False,,,,,1050000.0,105,0
Machado-Kindberg,7706 Tegner Rd Hilmar Merced 95324,37.400690879394,-120.886397604312,,,Farmer,,,,2024-05-26,False,,,,,840000.0,84,0
Machado-Kindberg,7706 Tegner Rd Hilmar Merced 95324,37.400690879394,-120.886397604312,,,Farmer,,,,2024-07-16,False,,,,,720000.0,72,0
Machado-Kindberg,7706 Tegner Rd Hilmar Merced 95324,37.400690879394,-120.886397604312,,,Farmer,,,,2024-07-28,False,,,,,660000.0,66,0
Machado-Kindberg,7706 Tegner Rd Hilmar Merced 95324,37.400690879394,-120.886397604312,,,Farmer,,,,2024-08-27,False,,,,,600000.0,60,0
Machado-Kindberg,7706 Tegner Rd Hilmar Merced 95324,37.400690879394,-120.886397604312,,,Farmer,,,,2024-10-29,False,,,,,840000.0,84,0
Live Oak Dairy E,8450 S Hwy 33 Gustine Merced 95322,,,9720 S Whitworth Ave Gustine 95322 Merced,Destination Address,Farmer,37.150491620457,-121.032283783944,,2024-03-01,True,,,,,7280000.0,728,0
Live Oak Dairy E,8450 S Hwy 33 Gustine Merced 95322,,,9720 S Whitworth Ave Gustine 95322 Merced,Destination Address,Farmer,37.150491620457,-121.032283783944,,2024-03-01,True,,,,,10000000.0,1000,0
Ken Van Foeken Dairy #2,9735 Washington Road Hilmar CA 95324,37.429735892187,-120.904786242593,Short Ave & Cummings Road Hilmar 95324 Merced County,Destination Address,Farmer,37.42647197909,-120.91356796255,2024-01-08,2024-10-15,False,,,,,8437280.0,844,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-01-08,True,,,,,1900000.0,190,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,22338 Short Ave Hilmar 95324 Merced,Destination Address,Farmer,37.426978371771,-120.891767973496,,2024-02-08,True,,,,,1350000.0,135,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-02-26,True,,,,,2090000.0,209,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-03-22,True,,,,,2520000.0,252,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-03-25,True,,,,,4180000.0,418,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-04-03,True,,,,,2970000.0,297,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-04-11,True,,,,,2470000.0,247,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-04-15,True,,,,,1540000.0,154,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,9360 Tegner Rd Hilmar 95324 Merced,Destination Address,Farmer,37.424078101036,-120.886247283029,,2024-05-14,True,,,,,2200000.0,220,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,21510 American Ave Hilmar 95324 Merced,Destination Address,Farmer,37.411986374022,-120.877623847163,,2024-05-28,True,,,,,650000.0,65,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,9579 Hultberg Rd Hilmar 95324 Merced,Destination Address,Farmer,37.427118936287,-120.89576094453,,2024-06-20,True,,,,,1700000.0,170,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,9579 Hulberg Rd Hilmar 95324 Merced,Destination Address,Farmer,37.427118936287,-120.89576094453,,2024-06-30,True,,,,,1200000.0,120,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-07-03,True,,,,,3600000.0,360,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,9579 Hultberg Rd Hilmar 95324 Merced,Destination Address,Farmer,37.427118936287,-120.89576094453,,2024-07-09,True,,,,,1800000.0,180,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-07-11,True,,,,,2040000.0,204,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-07-12,True,,,,,1800000.0,180,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,9579 Hultberg Rd Hilmar 95324 Merced,Destination Address,Farmer,37.427118936287,-120.89576094453,,2024-07-18,True,,,,,600000.0,60,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-07-21,True,,,,,2160000.0,216,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-07-31,True,,,,,2250000.0,225,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-08-19,True,,,,,2400000.0,240,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-08-28,True,,,,,3080000.0,308,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-10-11,True,,,,,3910000.0,391,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,9579 Hultberg Rd Hilmar 95324 Merced,Destination Address,Farmer,37.427118936287,-120.89576094453,,2024-10-21,True,,,,,3200000.0,320,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-10-28,True,,,,,900000.0,90,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-12-02,True,,,,,3800000.0,380,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-12-17,True,,,,,1740000.0,174,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-12-20,True,,,,,1760000.0,176,0
Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Farmer,,,,2024-12-27,True,,,,,7040000.0,704,0
New Hope Dairy,9547 New Hope Rd. Galt 95632,38.247340176919,-121.345644721457,Russ Fields 9416 New Hope Rd. Galt 95632,Destination Address,Other,38.246997770968,-121.347853979723,2024-01-01,2024-02-28,True,,,,,1150000.0,115,0
New Hope Dairy,9547 New Hope Rd. Galt 95632,38.247340176919,-121.345644721457,Northeast Corner Of New Hope Rd. And Valley Tree Rd.,Destination Address,Other,38.247262010466,-121.355377995109,,2024-02-01,True,,,,,400000.0,40,0
New Hope Dairy,9547 New Hope Rd. Galt 95632,38.247340176919,-121.345644721457,Russ Fields 9416 New Hope Rd. Galt 95632,Destination Address,Other,38.246997770968,-121.347853979723,,2024-04-18,True,,,,,350000.0,35,0
New Hope Dairy,9547 New Hope Rd. Galt 95632,38.247340176919,-121.345644721457,Northeast Corner Of New Hope Rd. And Valley Tree Rd.,Destination Address,Other,38.247262010466,-121.355377995109,2024-04-01,2024-05-18,True,,,,,850000.0,85,0
New Hope Dairy,9547 New Hope Rd. Galt 95632,38.247340176919,-121.345644721457,Northeast Corner Of New Hope Rd. And Valley Tree Rd.,Destination Address,Other,38.247262010466,-121.355377995109,,2024-08-01,True,,,,,700000.0,70,0
New Hope Dairy,9547 New Hope Rd. Galt 95632,38.247340176919,-121.345644721457,Northeast Corner Of New Hope Rd. And Valley Tree Rd.,Destination Address,Other,38.247262010466,-121.355377995109,,2024-10-01,True,,,,,350000.0,35,0
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Hilmar Road Merced,Destination Address,Farmer,37.396844003155,-120.795943079008,,2024-04-07,True,,,,,624952.0,62,0
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Hilmar Road Merced,Destination Address,Farmer,37.396844003155,-120.795943079008,,2024-06-30,True,,,,,398958.0,40,0
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Hilmar Road Merced,Destination Address,Farmer,37.396844003155,-120.795943079008,,2024-07-23,True,,,,,353759.0,35,0
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Hilmar Road Merced,Destination Address,Farmer,37.396844003155,-120.795943079008,,2024-08-17,True,,,,,308560.0,31,0
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Hilmar Road Merced,Destination Address,Farmer,37.396844003155,-120.795943079008,,2024-10-09,True,,,,,534554.0,53,0
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,9374 Columbus Ave Hilmar 95324 Merced,Destination Address,Farmer,37.424681353115,-120.867681317435,,2024-01-06,True,,,,,489356.0,49,0
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,9374 Columbus Ave Hilmar 95324 Merced,Destination Address,Farmer,37.424681353115,-120.867681317435,,2024-01-17,True,,,,,489356.0,49,0
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,9374 Columbus Ave Hilmar 95324 Merced,Destination Address,Farmer,37.424681353115,-120.867681317435,,2024-02-29,True,,,,,624952.0,62,0
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,9374 Columbus Ave Hilmar 95324 Merced,Destination Address,Farmer,37.424681353115,-120.867681317435,,2024-03-19,True,,,,,624952.0,62,0
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,9374 Columbus Ave Hilmar 95324 Merced,Destination Address,Farmer,37.424681353115,-120.867681317435,,2024-05-02,True,,,,,715349.0,72,0
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,21476 Johnson Ave Hilmar 95324 Merced,Destination Address,Farmer,37.4334856681,-120.875747316685,,2024-07-22,True,,,,,715349.0,72,0
Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,21476 Johnson Ave Hilmar 95324 Merced,Destination Address,Farmer,37.4334856681,-120.875747316685,,2024-08-28,True,,,,,534554.0,53,0
Robert Goletti + Sons Dairy,10213 W. Main St. Turlock 95380,37.493113389934,-120.96564380497,058-018-001,Destination Assessor Parcel Number,Other,38.081455,-120.556998,,2024-09-11,False,9500.0,2.0,,,650750.0,65,0
Jose V Silveira Dairy,10652 Newsom Rd Gustine Merced 95322,37.134900813519,-121.00104921544,Gustine 95322 Fahey Road Merced,Destination Address,Farmer,37.122451442502,-120.982259289648,,2024-01-01,True,,,,,4800000.0,480,0
Jose V Silveira Dairy,10652 Newsom Rd Gustine Merced 95322,37.134900813519,-121.00104921544,Gustine 95322 Fahey Road Merced,Destination Address,Farmer,37.122451442502,-120.982259289648,,2024-04-13,True,,,,,4800000.0,480,0
Cross View Dairy,12530 Warnerville Road. Oakdale CA 95361,37.737204971601,-120.764462622239,010-020-018,Destination Assessor Parcel Number,Other,33.316516,-115.956004,,2024-05-01,False,,,,,1200000.0,120,0
Silva Brothers Dairy #1,12997 E. Peltier Road Acampo CA 95220,38.192345331513,-121.157779405433,"007-280-29,007-280-30",Destination Assessor Parcel Number,Other,33.744888,-117.899511,2024-06-24,2024-07-01,False,,,,,4187310.0,419,0
Ivy Star Dairy Llc,14903 Volta Rd Los Banos Merced 93635,37.071781268842,-120.928324051634,720 Jefferson Ave Los Banos 93635 Merced,Destination Address,Farmer,37.054165422979,-120.846201632686,,2024-04-30,False,10000.0,282.0,,,2820000.0,282,0
Rodoni Dairy Farms Lp,18037 S Center Ave Los Banos Merced 93635,37.048411780859,-120.853787931045,19556 W. Charleston Los Banos 93635 Merced,Destination Address,Farmer,36.983929275331,-120.848290161018,,2024-10-10,False,,,,,4398500.0,440,0
Van Exel Dairy #2,18948 N. Thornton Road Lodi CA 95242,38.154967868773,-121.397953537012,,,Other,,,,2024-01-20,True,,,15.0,800.0,720000.0,72,0
Van Exel Dairy #2,18948 N. Thornton Road Lodi CA 95242,38.154967868773,-121.397953537012,,,Other,,,,2024-03-18,True,,,14.5,800.0,696000.0,70,0
Van Exel Dairy #2,18948 N. Thornton Road Lodi CA 95242,38.154967868773,-121.397953537012,,,Other,,,,2024-09-15,True,,,18.0,800.0,864000.0,86,0
Van Exel Dairy #2,18948 N. Thornton Road Lodi CA 95242,38.154967868773,-121.397953537012,,,Other,,,,2024-11-14,True,,,16.0,800.0,768000.0,77,0
Doornenbal Dairy #3,19325 Lone Tree Road Escalon CA 95320,37.827766490089,-121.074046623462,205-060-07,Destination Assessor Parcel Number,Other,37.749662,-121.850436,,2024-04-01,False,8400.0,100.0,,,840000.0,84,0
Doornenbal Dairy #3,19325 Lone Tree Road Escalon CA 95320,37.827766490089,-121.074046623462,205-060-07,Destination Assessor Parcel Number,Other,37.749662,-121.850436,,2024-05-18,False,8400.0,250.0,,,2100000.0,210,0
Gm Silva Dairy,20316 Crane Ave Hilmar 95324,37.373532004363,-120.863109995082,,,Other,,,,2024-02-27,False,,,,,1260000.0,126,0
Gm Silva Dairy,20316 Crane Ave Hilmar 95324,37.373532004363,-120.863109995082,,,Other,,,,2024-07-19,False,,,,,840000.0,84,0
Gm Silva Dairy,20316 Crane Ave Hilmar 95324,37.373532004363,-120.863109995082,,,Other,,,,2024-08-09,False,,,,,840000.0,84,0
Gm Silva Dairy,20316 Crane Ave Hilmar 95324,37.373532004363,-120.863109995082,,,Other,,,,2024-08-11,False,,,,,840000.0,84,0
Gm Silva Dairy,20316 Crane Ave Hilmar 95324,37.373532004363,-120.863109995082,,,Other,,,,2024-08-23,False,,,,,840000.0,84,0
Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,20694 Johnson Ave Hilmar 95324 Merced,Destination Address,Farmer,37.433599237089,-120.861452306091,,2024-02-08,True,,,,,360000.0,36,0
Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,20758 Johnson Ave Hilmar 95324 Merced,Destination Address,Farmer,37.433600787741,-120.863563707501,,2024-02-20,True,,,,,480000.0,48,0
Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,20758 Johnson Ave Hilmar 95324 Merced,Destination Address,Farmer,37.433600787741,-120.863563707501,,2024-03-25,True,,,,,240000.0,24,0
Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,21809 Williams Ave Hilmar 95324 Merced,Destination Address,Farmer,37.389908090199,-120.883677756559,,2024-03-26,True,,,,,480000.0,48,0
Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,20694 Johnson Ave Hilmar 95324 Merced,Destination Address,Farmer,37.433599237089,-120.861452306091,,2024-03-27,True,,,,,360000.0,36,0
Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,20694 Johnson Ave Hilmar 95324 Merced,Destination Address,Farmer,37.433599237089,-120.861452306091,,2024-05-11,True,,,,,160000.0,16,0
Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,21809 Williams Ave Hilmar 95324 Merced,Destination Address,Farmer,37.389908090199,-120.883677756559,,2024-05-23,True,,,,,240000.0,24,0
Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,21809 Williams Ave Hilmar 95324 Merced,Destination Address,Farmer,37.389908090199,-120.883677756559,,2024-07-17,True,,,,,1800000.0,180,0
Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,21809 Williams Ave Hilmar 95324 Merced,Destination Address,Farmer,37.389908090199,-120.883677756559,,2024-08-01,True,,,,,160000.0,16,0
Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,21809 Williams Ave Hilmar 95324 Merced,Destination Address,Farmer,37.389908090199,-120.883677756559,,2024-08-12,True,,,,,240000.0,24,0
Gold Medal Ag Llc #2,20326 Johnson Ave Hilmar Merced 95324,37.433340184494,-120.856819756446,3605 Soderquist Ave Turlock 95380 Stanislaus,Destination Address,Other,37.459491330418,-120.862825255348,,2024-09-27,False,,,,,570000.0,57,0
Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474679542,-120.858065933389,,,Farmer,,,,2024-01-19,True,,,,,1800000.0,180,0
Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474679542,-120.858065933389,,,Farmer,,,,2024-02-26,True,,,,,1935000.0,194,0
Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474679542,-120.858065933389,,,Farmer,,,,2024-06-18,True,,,,,1770000.0,177,0
Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474679542,-120.858065933389,,,Farmer,,,,2024-07-16,True,,,,,1710000.0,171,0
Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474679542,-120.858065933389,,,Farmer,,,,2024-07-28,True,,,,,1530000.0,153,0
Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474679542,-120.858065933389,,,Farmer,,,,2024-08-10,True,,,,,1650000.0,165,0
Nyman Brothers Dairy,20445 August Ave Hilmar Merced 95324,37.418474679542,-120.858065933389,,,Farmer,,,,2024-08-22,True,,,,,1530000.0,153,0
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,,,Farmer,,,,2024-05-27,True,,,,,420000.0,42,0
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,,,Farmer,,,,2024-07-14,True,,,,,360000.0,36,0
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,,,Farmer,,,,2024-08-08,True,,,,,420000.0,42,0
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,,,Farmer,,,,2024-07-23,True,,,,,420000.0,42,0
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,,,Farmer,,,,2024-08-21,True,,,,,420000.0,42,0
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,37.39662427334,-120.863036485791,,,Farmer,,,,2024-10-11,True,,,,,420000.0,42,0
Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,37.421856987021,-120.877076592705,,,Farmer,,,2024-04-20,2024-08-03,False,,,,,2779500.0,278,0
Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,37.421856987021,-120.877076592705,,,Farmer,,,2024-03-04,2024-04-01,False,,,,,1836000.0,184,0
Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,37.421856987021,-120.877076592705,21536 August Avenue Hilmar 95324 Merced County,Destination Address,Farmer,37.423285305231,-120.877858121357,2024-06-21,2024-08-17,False,,,,,3925000.0,392,0
Tiberio Azevedo Dairy,21480 August Avenue Hilmar CA 95324,37.421856987021,-120.877076592705,21536 August Avenue Hilmar 95324 Merced County,Destination Address,Farmer,37.423285305231,-120.877858121357,,2024-03-02,False,,,,,1915000.0,192,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,2024-01-15,,,,,,,,,
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,2024-02-16,,,,,,,,,
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,2024-03-08,,,,,,,,,
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,,2024-01-04,False,,,,,235755.0,24,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,,2024-02-01,False,,,,,185750.0,19,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,,2024-02-29,False,,,,,280755.0,28,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,,2024-03-20,False,,,,,265500.0,27,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,,2024-04-28,False,,,,,625500.0,63,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,,2024-06-26,False,,,,,427500.0,43,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,,2024-07-06,False,,,,,270000.0,27,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,,2024-07-21,False,,,,,550500.0,55,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,,2024-08-09,False,,,,,395400.0,40,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,,2024-10-02,False,,,,,132500.0,13,0
Clauss Dairy,21670 Bloss Ave Hilmar 95324,37.404879148772,-120.88069204282,,,Other,,,,2024-11-27,False,,,,,230000.0,23,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,Crane Rd.,Destination Address,Other,,,,2024-01-19,False,,,,,2424140.0,242,0
Hilmar Holsteins,21859 Crane Rd. Hilmar CA 95324,37.379993,-120.880066,Crane Rd.,Destination Address,Other,,,,2024-02-22,False,,,,,3406050.0,341,0
