Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Destination Address Final,Destination Address Final Source,Destination Type (Standardized),Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Total Process Wastewater Exports (Gallons),Estimated Number of 10k-gallon Hauls,Estimated Number of 20k-gallon Hauls
Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,37.506513789998,-120.958869802281,,,Other,,,,2024-09-23,False,,,,,702000.0,70,0
Alden Peterson & Sons Dairy,1431 N. Central Ave Turlock 95380,37.506513789998,-120.958869802281,,,Other,,,,2024-10-05,False,,,,,1350000.0,135,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,Other,37.50229,-121.008182,2024-01-02,2024-01-05,False,,,,,1436155.0,144,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,Other,37.50229,-121.008182,2024-01-17,2024-01-21,False,,,,,719922.0,72,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,Other,37.50229,-121.008182,2024-01-31,2024-02-12,False,,,,,4574139.0,457,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,Other,37.50229,-121.008182,2024-02-18,2024-02-26,False,,,,,3302792.0,330,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,Other,37.50229,-121.008182,2024-03-22,2024-03-31,False,,,,,1642690.0,164,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,Other,37.50229,-121.008182,2024-05-08,2024-05-20,False,,,,,3266197.0,327,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,Other,37.50229,-121.008182,2024-06-23,2024-06-29,False,,,,,2362602.0,236,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,Other,37.50229,-121.008182,2024-07-03,2024-07-08,False,,,,,3367037.0,337,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,Other,37.50229,-121.008182,2024-07-17,2024-07-22,False,,,,,4269532.0,427,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,Other,37.50229,-121.008182,2024-07-30,2024-08-08,False,,,,,4691825.0,469,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,Other,37.50229,-121.008182,2024-08-14,2024-08-28,False,,,,,5113210.0,511,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,Other,37.50229,-121.008182,2024-12-24,2024-12-28,False,,,,,3846349.0,385,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,"058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,Other,37.491439,-121.041676,2024-11-13,2024-11-15,False,10000.0,,,,2220000.0,222,0
Couto Dairy,1980 County Road Qq Willows Glenn 95988,39.536479394667,-122.121338519324,,,Farmer,,,,2024-12-31,False,,,,,2500000.0,250,0
Edelweiss Dairy,2306 W. Fulkerth Rd Crows Landing 95313,37.507547278659,-121.032046331573,,,Other,,,,2024-01-09,False,,,,,2751800.0,275,0
Edelweiss Dairy,2306 W. Fulkerth Rd Crows Landing 95313,37.507547278659,-121.032046331573,,,Other,,,,2024-02-28,False,,,,,1748000.0,175,0
Edelweiss Dairy,2306 W. Fulkerth Rd Crows Landing 95313,37.507547278659,-121.032046331573,,,Other,,,,2024-11-07,False,,,,,1890750.0,189,0
Edelweiss Dairy,2306 W. Fulkerth Rd Crows Landing 95313,37.507547278659,-121.032046331573,,,Other,,,,2024-12-29,False,,,,,2020400.0,202,0
Diamond O Dairy,2743 Baker Road Modesto CA 95358,37.599320024065,-121.094649425286,017-037-005,Destination Assessor Parcel Number,Other,37.603472,-121.097399,,2024-09-25,False,9500.0,17.0,,,161500.0,16,0
D Barcellos Dairy,2892 N Gurr Rd Atwater Merced 95301,37.330043170289,-120.558155151344,Atwater 95301 Gurr Rd Keith Moss Land Merced,Destination Address,Farmer,37.3360028,-120.5588204,,2024-10-27,False,,,,1200.0,576000.0,58,0
Furtado Farms,3449 Paradise Road Modesto CA 95358,37.609516525459,-121.057328666121,"017-054-026,017-054-45",Destination Assessor Parcel Number,Other,37.607159,-121.077789,,2024-11-04,False,9500.0,150.0,,,1425000.0,142,0
Double D Dairy #2,3636 E. Monte Vista Ave. Ceres 95307,37.52141974751,-120.927587869078,022-017-001,Destination Assessor Parcel Number,Other,37.519953,-120.939384,,2024-01-21,True,,,,,405000.0,40,0
Double D Dairy #2,3636 E Monte Vista AVE Ceres Stanislaus 95307,,,022-017-001,Destination Assessor Parcel Number,Other,37.519953,-120.939384,,2024-04-26,True,,,,,360000.0,36,0
Double D Dairy #2,3636 E. Monte Vista Ave. Ceres 95307,37.52141974751,-120.927587869078,022-017-001,Destination Assessor Parcel Number,Other,37.519953,-120.939384,,2024-06-22,True,,,,,405000.0,40,0
Double D Dairy #2,3636 E. Monte Vista Ave. Ceres 95307,37.52141974751,-120.927587869078,022-017-001,Destination Assessor Parcel Number,Other,37.519953,-120.939384,,2024-08-17,True,,,,,330000.0,33,0
Double D Dairy #2,3636 E. Monte Vista Ave. Ceres 95307,37.52141974751,-120.927587869078,022-017-001,Destination Assessor Parcel Number,Other,37.519953,-120.939384,,2024-09-06,True,,,,,300000.0,30,0
Double D Dairy #2,3636 E. Monte Vista Ave. Ceres 95307,37.52141974751,-120.927587869078,022-017-001,Destination Assessor Parcel Number,Other,37.519953,-120.939384,,2024-10-27,True,,,,,375000.0,38,0
Blue Sky Dairy,4390 N Fox Rd Merced Merced 95340,37.353520136529,-120.549468100229,Merced 95340 Franklin Rd Merced,Destination Address,Farmer,37.311331012086,-120.541070810774,,2024-03-20,True,,,,,1656000.0,166,0
Blue Sky Dairy,4390 N Fox Rd Merced Merced 95340,37.353520136529,-120.549468100229,Merced 95340 Franklin Rd Merced,Destination Address,Farmer,37.311331012086,-120.541070810774,,2024-09-29,True,,,,,1368000.0,137,0
Meirinho Holsteins Inc,4890 Healy Rd Merced Merced 95341,37.215628599383,-120.432373043351,,,Farmer,,,,2024-01-01,False,,,,,8700000.0,870,0
Meirinho Holsteins Inc,4890 Healy Rd Merced Merced 95341,37.215628599383,-120.432373043351,,,Farmer,,,,2024-03-05,False,,,,,8100000.0,810,0
Meirinho Holsteins Inc,4890 Healy Rd Merced Merced 95341,37.215628599383,-120.432373043351,,,Farmer,,,,2024-06-11,False,,,,,9800000.0,980,0
Meirinho Holsteins Inc,4890 Healy Rd Merced Merced 95341,37.215628599383,-120.432373043351,,,Farmer,,,,2024-07-21,False,,,,,9200000.0,920,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Other,37.636789,-122.462718,2024-01-15,2024-01-24,False,,,,,8589293.0,859,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Other,37.636789,-122.462718,2024-02-05,2024-02-10,False,,,,,5708478.0,571,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Other,37.636789,-122.462718,2024-03-05,2024-03-12,False,,,,,5670466.0,567,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Other,37.636789,-122.462718,2024-06-16,2024-06-30,False,,,,,4966016.0,497,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Other,37.636789,-122.462718,2024-07-08,2024-07-11,False,,,,,2781941.0,278,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Other,37.636789,-122.462718,2024-02-15,2024-02-15,False,,,,,5670466.0,567,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Other,37.636789,-122.462718,2024-08-05,2024-08-12,False,,,,,3553278.0,355,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Other,37.636789,-122.462718,2024-08-19,2024-08-22,False,,,,,4982787.0,498,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Other,37.636789,-122.462718,2024-09-02,2024-09-08,False,,,,,5689769.0,569,0
Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Other,37.636789,-122.462718,2024-12-05,2024-12-12,False,,,,,5539502.0,554,0
Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,"022-002-050,017-062-047,017-062-048,022-003-009,058-001-013,058-001-014,058-001-003",Destination Assessor Parcel Number,Other,37.707363,-122.482716,2024-10-30,2024-11-04,False,,,,,4780000.0,478,0
Blue Star Dairy,5254 Blue Gum Avenue Modesto CA 95358,37.659546806318,-121.091390457513,"012-030-050,012-031-026",Destination Assessor Parcel Number,Other,37.927171,-121.715711,,2024-10-26,False,,,10.0,1300.0,780000.0,78,0
Blue Star Dairy,5254 Blue Gum Avenue Modesto CA 95358,37.659546806318,-121.091390457513,"012-030-050,012-031-026",Destination Assessor Parcel Number,Other,37.927171,-121.715711,,2024-10-30,False,,,5.0,1300.0,390000.0,39,0
J-D Brasil Dairy,5600 Clayton Road Turlock CA 95380,37.481291050781,-120.913112992846,,,Farmer,,,,2024-04-23,False,,,,,1026000.0,103,0
J-D Brasil Dairy,5600 Clayton Road Turlock CA 95380,37.481291050781,-120.913112992846,,,Farmer,,,,2024-09-02,False,,,,,1896000.0,190,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-05-14,False,,,,,325000.0,32,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-05-26,False,,,,,400000.0,40,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-06-09,False,,,,,325000.0,32,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-06-21,False,,,,,380000.0,38,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-06-30,False,,,,,400000.0,40,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-10-24,False,,,,,350000.0,35,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-12-05,False,,,,,450000.0,45,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-04-12,False,,,,,1000000.0,100,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-06-07,False,,,,,1100000.0,110,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-06-20,False,,,,,1000000.0,100,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-06-30,False,,,,,900000.0,90,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-07-09,False,,,,,950000.0,95,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-10-15,False,,,,,1100000.0,110,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-03-13,False,,,,,1500000.0,150,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-04-20,False,,,,,1600000.0,160,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-07-02,False,,,,,1100000.0,110,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-02-29,False,,,,,900000.0,90,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-04-15,False,,,,,915000.0,92,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-05-26,False,,,,,850000.0,85,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-06-08,False,,,,,750000.0,75,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-06-21,False,,,,,800000.0,80,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-06-30,False,,,,,750000.0,75,0
Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953937535,-120.868669376182,,,Other,,,,2024-10-20,False,,,,,900000.0,90,0
Double B Dairy,5817 E Worden Ave Merced Merced 95340,37.236077174189,-120.383204128772,602 E Sandy Mush Rd M 95341 Merced,Destination Address,Farmer,37.187149281235,-120.477986186965,,2024-08-02,False,,,,,3980500.0,398,0
Kooistra Dairy,5837 Hultberg Road Turlock CA 95380,37.438153041265,-120.895575117737,,,Farmer,,,2024-03-19,2024-08-09,False,,,,,1650000.0,165,0
Kooistra Dairy,5837 Hultberg Road Turlock CA 95380,37.438153041265,-120.895575117737,,,Farmer,,,2024-07-02,2024-07-29,False,,,,,780000.0,78,0
Nelson Farms,5931 W Tuolumne Rd Ceres 95307,37.514649349039,-120.917168744335,,,Other,,,,2024-05-04,False,,,8.0,1000.0,480000.0,48,0
Nelson Farms,5931 W Tuolumne Rd Ceres 95307,37.514649349039,-120.917168744335,,,Other,,,,2024-07-22,False,,,8.0,1000.0,480000.0,48,0
Nelson Farms,5931 W Tadumne Rd Ceres 95307,,,,,Other,,,,2024-02-21,False,,,8.0,1000.0,480000.0,48,0
N & C Silveira Dairy,6025 Hultberg Road Turlock CA 95380,37.436642789951,-120.896652862847,5026 Christofferson Road Turlock 95380,Destination Address,Farmer,37.440678005778,-120.907359151592,,2024-10-18,False,,,,,360000.0,36,0
N & C Silveira Dairy,6025 Hultberg Road Turlock CA 95380,37.436642789951,-120.896652862847,9579 Hultberg Rd Hilmar 95324,Destination Address,Farmer,37.427118936287,-120.89576094453,2024-01-08,2024-03-27,False,,,,,717570.0,72,0
N & C Silveira Dairy,6025 Hultberg Road Turlock CA 95380,37.436642789951,-120.896652862847,9579 Hultberg Rd Hilmar 95324,Destination Address,Farmer,37.427118936287,-120.89576094453,2024-06-22,2024-10-15,False,,,,,1255060.0,126,0
Martins Brothers Dairy,6041 Central Ave Hilmar Merced 95324,37.378794959457,-120.959938159659,Hilmar 95324 Central And Williams Merced,Destination Address,Farmer,,,,2024-04-27,False,,,,,8011753.0,801,0
California Dairy Farms-Larson,6071 North Larson Road Hilmar CA 95324,37.3768219,-120.8426322,,,Farmer,,,2024-02-22,2024-10-14,False,,,,,1764000.0,176,0
California Dairy Farms-Larson,6071 North Larson Road Hilmar CA 95324,37.3768219,-120.8426322,,,Farmer,,,2024-01-31,2024-07-12,False,,,,,2016000.0,202,0
Twin Star Dairy,6480 W Bailey Ave Atwater Merced 95301,37.287719669524,-120.607039432056,Atwater 95301 Oak Ave Merced,Destination Address,Farmer,37.355804991608,-120.602916986962,,2024-04-30,False,,,,,5783486.0,578,0
Twin Star Dairy,6480 W Bailey Ave Atwater Merced 95301,37.287719669524,-120.607039432056,Atwater 95301 Oak Ave Merced,Destination Address,Farmer,37.355804991608,-120.602916986962,,2024-06-30,False,,,,,7021541.0,702,0
Twin Star Dairy,6480 W Bailey Ave Atwater Merced 95301,37.287719669524,-120.607039432056,Atwater 05301 Oak Ave Merced,Destination Address,Farmer,37.280227421357,-120.583511188836,,2024-09-30,False,,,,,7021541.0,702,0
Twin Star Dairy,6480 W Bailey Ave Atwater Merced 95301,37.287719669524,-120.607039432056,Atwater 95301 Oak Ave Merced,Destination Address,Farmer,37.355804991608,-120.602916986962,,2024-12-31,False,,,,,4572630.0,457,0
Double & Dairy,6555 Blue Gum Ave. Modesto 95358,37.660727062105,-121.114318315459,012-034-023,Destination Assessor Parcel Number,Other,35.552162,-121.087588,,2024-08-20,False,,,10.0,1000.0,600000.0,60,0
Double & Dairy,6555 Blue Gum Ave. Modesto 95358,37.660727062105,-121.114318315459,012-034-023,Destination Assessor Parcel Number,Other,35.552162,-121.087588,,2024-09-02,False,,,10.0,1000.0,600000.0,60,0
Double & Dairy,6555 Blue Gum Ave. Modesto 95358,37.660727062105,-121.114318315459,012-028-053,Destination Assessor Parcel Number,Other,34.450579,-119.739451,,2024-10-24,False,9500.0,60.0,,,570000.0,57,0
Crane Villa,6624 Crane Road Oakdale CA 95361,37.734875263523,-120.880931681432,063-027-002,Destination Assessor Parcel Number,Other,37.738219,-120.874174,,2024-05-17,False,9500.0,40.0,,,380000.0,38,0
Silvas Holsteins Dairy,6706 Elaine Rd Turlock Stanislaus 95380,37.430076239365,-120.925696660264,5631 Zeering Rd Ceres 95307 Stanislaus,Destination Address,Farmer,37.529317558972,-120.991993025084,,2024-04-02,True,,,15.0,1800.0,1620000.0,162,0
Silvas Holsteins Dairy,6706 Elaine Rd Turlock Stanislaus 95380,37.430076239365,-120.925696660264,5631 Zeering Rd Ceres 95307 Stanislaus,Destination Address,Farmer,37.529317558972,-120.991993025084,,2024-06-12,True,,,15.0,1800.0,1620000.0,162,0
Larry Inderbitzen Dairy,6930 Paradise Rd. Modesto 95358,37.608103588041,-121.120964745582,017-027-074,Destination Assessor Parcel Number,Other,35.311694,-120.857986,,2024-05-27,True,,,,,990352.0,99,0
Larry Inderbitzen Dairy,6930 Paradise Rd. Modesto 95358,37.608103588041,-121.120964745582,017-027-074,Destination Assessor Parcel Number,Other,35.311694,-120.857986,,2024-06-22,True,,,,,160759.0,16,0
Larry Inderbitzen Dairy,6930 Paradise Rd. Modesto 95358,37.608103588041,-121.120964745582,017-027-074,Destination Assessor Parcel Number,Other,35.311694,-120.857986,,2024-07-19,True,,,,,562989.0,56,0
Larry Inderbitzen Dairy,6930 Paradise Rd. Modesto 95358,37.608103588041,-121.120964745582,017-027-074,Destination Assessor Parcel Number,Other,35.311694,-120.857986,,2024-08-24,True,,,,,741204.0,74,0
Manuel Soares & Sons Dairy,7810 Vivian Rd Modesto CA 95358,37.524278742831,-121.048992975243,3136 W. Monte Vista Ave. Modesto 95358 Stanislaus County,Destination Address,Farmer,37.522079151833,-121.052306481196,,,False,,,,,1400000.0,140,0
Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,,,Other,,,2024-01-16,2024-01-17,False,,,,,864000.0,86,0
Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,,,Other,,,2024-02-20,2024-02-21,False,,,,,1404000.0,140,0
Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,,,Other,,,,2024-03-19,False,,,,,744000.0,74,0
Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,,,Other,,,2024-06-05,2024-06-06,False,,,,,720000.0,72,0
Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,,,Other,,,2024-08-02,2024-08-03,False,,,,,1272000.0,127,0
Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,,,Other,,,2024-08-15,2024-08-16,False,,,,,748000.0,75,0
Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,,,Other,,,2024-09-10,2024-09-11,False,,,,,1248000.0,125,0
Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,,,Other,,,2024-09-19,2024-09-20,False,,,,,624000.0,62,0
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Other,38.094809,-120.494519,,2024-04-04,True,,,,,720000.0,72,0
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Other,38.094809,-120.494519,,2024-05-09,True,,,,,1380000.0,138,0
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Other,38.094809,-120.494519,,2024-06-13,True,,,,,1260000.0,126,0
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Other,38.094809,-120.494519,,2024-06-22,True,,,,,780000.0,78,0
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Other,38.094809,-120.494519,,2024-07-02,True,,,,,780000.0,78,0
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Other,38.094809,-120.494519,,2024-07-22,True,,,,,720000.0,72,0
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Other,38.094809,-120.494519,,2024-08-13,True,,,,,900000.0,90,0
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Other,38.094809,-120.494519,,2024-08-28,True,,,,,960000.0,96,0
Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Other,38.094809,-120.494519,,2024-10-01,True,,,,,1320000.0,132,0
Wyeth Dairy INC.,7319 Beckwith Rd. Modesto 95358,37.682504420021,-121.129599446957,012-022-001,Destination Assessor Parcel Number,Other,39.513333,-121.56316,,2024-04-17,True,,,31.5,1000.0,1890000.0,189,0
Wyeth Dairy INC.,7319 Beckwith Rd. Modesto 95358,37.682504420021,-121.129599446957,012-022-001,Destination Assessor Parcel Number,Other,39.513333,-121.56316,,2024-05-17,True,,,11.5,1000.0,690000.0,69,0
Wyeth Dairy INC.,7319 Beckwith Ro. Modesto 95358,37.682504420021,-121.129599446957,012-022-001,Destination Assessor Parcel Number,Other,39.513333,-121.56316,,2024-07-26,True,,,18.0,1000.0,1080000.0,108,0
Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-006,Destination Assessor Parcel Number,Other,37.417898,-120.941788,,2024-03-21,False,,,,,240000.0,24,0
Machado Dairy,7413 S. Mitchell Rs. Turlock 95380,37.424464597099,-120.941026742077,057-023-015,Destination Assessor Parcel Number,Other,38.080564,-120.547528,,2024-03-22,False,,,,,240000.0,24,0
