dairy_name,dairy_address,avg_milk_cows,avg_dry_cows,avg_bred_heifers,avg_heifers,avg_calves_4_6_mo,avg_calves_0_3_mo,avg_other,avg_steer,total_manure_gen_tons,avg_milk_lb_per_cow_day,total_manure_gen_n_after_nh3_losses_lbs,total_manure_gen_n_lbs,total_manure_gen_p_lbs,total_manure_gen_k_lbs,total_manure_gen_salt_lbs,total_ww_gen_gals,total_ww_gen_n_lbs,total_ww_gen_p_lbs,total_ww_gen_k_lbs,total_ww_gen_salt_lbs,applied_n_dry_manure_lbs,applied_p_dry_manure_lbs,applied_k_dry_manure_lbs,applied_salt_dry_manure_lbs,applied_ww_gals,applied_ww_n_lbs,applied_ww_p_lbs,applied_ww_k_lbs,applied_ww_salt_lbs,applied_to_removed_ratio_n,applied_to_removed_ratio_p,applied_to_removed_ratio_k,applied_to_removed_ratio_salt,total_exports_n_lbs,total_exports_p_lbs,total_exports_k_lbs,total_exports_salt_lbs,filename,avg_milk_prod_kg_per_cow,avg_milk_prod_l_per_cow,reported_annual_milk_production_l,total_herd_size,total_applied_n_lbs,total_applied_p_lbs,total_applied_k_lbs,total_applied_salt_lbs,total_reported_n_lbs,total_reported_p_lbs,total_reported_k_lbs,total_reported_salt_lbs,unaccounted_for_n_lbs,unaccounted_for_p_lbs,unaccounted_for_k_lbs,unaccounted_for_salt_lbs,total_ww_gen_liters,wastewater_estimated,wastewater_to_reported,wastewater_to_estimated,wastewater_ratio_discrepancy,calculated_manure_factor,manure_factor_discrepancy,nitrogen_discrepancy,usda_nitrogen_pct_deviation,ucce_nitrogen_pct_deviation,usda_nitrogen_estimate_lbs,ucce_nitrogen_estimate_lbs,estimated_annual_milk_production_l,wastewater_estimated_l,wastewater_to_restimated,city,region,sub_region,year,county,state,zip,latitude,longitude,template,manure_factor_avg,manure_factor_std,wastewater_ratio_avg,wastewater_ratio_std,usda_nitrogen_pct_dev_avg,usda_nitrogen_pct_dev_std,ucce_nitrogen_pct_dev_avg,ucce_nitrogen_pct_dev_std,facility_count,CADDID,address
Sozinho Jerseys,4615 ExceIsior AVE Hanford Kings 93230,1050.0,95.0,130.0,100.0,100.0,0.0,0.0,,30340.61,,,389978.87,,198325.29,,60920352.0,205629.76,17942.41,148048.31,,,,,,205629.76,205629.76,17942.41,148048.31,892762.62,1.19,0.56,0.67,1.2,,,,,2023AR_Sozinho Jerseys Dairy_4615 Excelsior Avenue_Kings.pdf,,,,1475.0,205629.76,17942.41,148048.31,892762.62,205629.76,17942.41,346373.6,0.0,0.0,0.0,198325.28999999998,-892762.62,230608509.66432002,,,,,24.441791006877786,0.9417910068777857,,,,784001362.4,376896.1123024,,,,Hanford,R5,S,2023,Kings,California,93230,36.401012007334,-119.539798004338,generic_r5,,,,,,,,,,,"4615 Excelsior Ave, Hanford, California, 93230"
Santa Anita Dairy,4356 Kansas AVE Hanford Kings 93230,338.0,32.0,53.0,60.0,26.0,0.0,0.0,,10549.57,,,133844.01,,65840.45,,10155985.0,25934.05,5653.61,57049.95,,,,,,25934.05,25934.05,5653.61,57049.95,288778.99,1.27,1.17,2.17,3.0,,,,,2023AR_Santa Anita Dairy_4356 Kansas Avenue_Kings.pdf,,,,509.0,25934.05,5653.61,57049.95,288778.99,25934.05,5653.61,122890.4,0.0,0.0,0.0,65840.45,-288778.99,38444567.17885,,,,,25.45056403016415,1.9505640301641485,,,,272600888.8,125854.20266535999,,,,,R5,S,2023,,,,,,generic_r5,,,,,,,,,,,
—LU/AR Dairy,6121 15th AVE Hanford Kings 93230,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,25651.5,70.0,234766.07,335380.1,56777.83,191509.23,470850.0,24740000.0,125419.22,16112.8,143567.3,840107.34,258056.55,87902.14,202854.08,2805593.4,125419.22,125419.22,16112.8,143567.3,840107.34,0.74,1.42,1.19,1.63,,,,,2023AR_Lu-Ar Dairy_6121 15th Ave_Kings.pdf,31.75144,32.703983199999996,11936953.867999999,1000.0,383475.77,104014.94,346421.38,3645700.7399999998,360185.29000000004,72890.63,335076.53,1310957.3399999999,-23290.47999999998,-31124.309999999998,-11344.849999999977,-2334743.4,93651043.4,4774781.5472,7.845472507944857,7.845472507944857,0.0,25.6515,2.1514999999999986,-662599993.93,-99.96458150897215,-22.67766616164943,662834760.0,303620.0,11936953.867999999,,,Hanford,R5,S,2023,Kings,California,93230,36.383283988751,-119.721605004613,generic_r5,,,,,,,,,,,"6121 15th Ave, Hanford, California, 93230"
Mattos Bro. 44,4555 Kansas AVE Hanford Kings 93230,0.0,0.0,0.0,596.0,0.0,0.0,0.0,,5388.11,,,52195.0,8833.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,2023AR_Mattos Dairy #4_4555 Kansas Ave_Kings.pdf,,,,596.0,0.0,0.0,0.0,0.0,0.0,8833.0,1.0,0.0,0.0,8833.0,1.0,0.0,,,,,,24.710548525188262,1.210548525188262,,,,139228762.39999998,66204.03252208,,,,Hanford,R5,S,2023,Kings,California,93230,36.209095006906,-119.542863014873,generic_r5,,,,,,,,,,,"4555 Kansas Ave, Hanford, California, 93230"
Joaquim Mattos & FamiIy Dairy,4790 Kansas AVE Hanford Kings 93230,1041.0,80.0,420.0,180.0,420.0,0.0,0.0,,35713.62,,,450119.55,73655.16,202780.79,,21536000.0,80837.0,14161.32,115564.36,,54296.32,13845.65,49348.05,1464140.41,80837.0,80837.0,14161.32,115564.36,734166.0,1.26,1.45,1.16,5.58,,,,,2023AR_Joaquim Mattos & Family Dairy_4790 Kansas Avenue_Kings.pdf,,,,2141.0,135133.32,28006.97,164912.41,2198306.41,80837.0,87816.48000000001,318345.15,0.0,-54296.32000000001,59809.51000000001,153432.74000000002,-2198306.41,81522589.76,,,,,25.661280058969986,2.161280058969986,,,,922839940.8000001,422557.6151884,,,,Hanford,R5,S,2023,Kings,California,93230,36.211827004427,-119.543956015047,generic_r5,,,,,,,,,,,"4790 Kansas Ave, Hanford, California, 93230"
Phoenix Dairy,10736 1 1/2 Avenue Hanford Kings 93230,590.0,1085.0,400.0,0.0,0.0,0.0,0.0,,35168.25,,,433846.76,66060.57,112990.44,,30071788.0,100384.24,14887.79,173782.21,,,,,,100384.24,100384.24,14887.79,173782.21,958970.35,1.25,0.73,1.92,2.64,,,,,2023AR_Phoenix Dairy_10736 1 1-2 Avenue_Kings.pdf,,,,2075.0,100384.24,14887.79,173782.21,958970.35,100384.24,80948.36000000002,286772.65,0.0,0.0,66060.57,112990.44000000003,-958970.35,113834047.01308,,,,,19.30898080843264,-4.19101919156736,,,,908747580.0,552995.736592,,,,Hanford,R5,S,2023,Kings,California,93230,36.317322014979,-119.48473200178,generic_r5,,,,,,,,,,,"10736 1 1/2 Ave, Hanford, California, 93230"
J.D. MeIlo Dairy,15609 GrangeviIle BLVD Hanford Kings 93230,980.0,100.0,500.0,950.0,330.0,350.0,0.0,,43083.56,,,514764.19,82965.95,185747.46,,31430000.0,135409.91,14903.37,132595.2,,37560.0,14000.0,76560.0,967432.56,135409.91,135409.91,14903.37,132595.2,760129.28,1.34,1.11,1.18,2.54,,,,,2023AR_JD Mello Dairy_15609 Grangeville Boulevard_Kings.pdf,,,,3210.0,172969.91,28903.370000000003,209155.2,1727561.84,135409.91,97869.31999999999,318342.66000000003,0.0,-37560.0,68965.94999999998,109187.46000000002,-1727561.84,118975436.30000001,,,,,25.441820527653533,1.9418205276535332,,,,1113279190.3999999,514154.65622760006,,,,Hanford,R5,S,2023,Kings,California,93230,36.342195983204,-119.737791968387,generic_r5,,,,,,,,,,,"15609 Grangeville Blvd, Hanford, California, 93230"
Sierra BIanca Ranch 42,15010 5th AVE Hanford Kings 93230,1.0,0.0,123.0,107.0,0.0,0.0,0.0,,2342.69,,,22170.05,3751.99,194.79,,,,,,,,,,,,,,,,,,,,,,,,2023AR_Sierra Blanca Ranch #2_15010 5th Avenue_Kings.pdf,,,,231.0,0.0,0.0,0.0,0.0,0.0,3751.99,194.79,0.0,0.0,3751.99,194.79,0.0,,,,,,27.51366410942468,4.013664109424681,,,,60535109.6,25852.1560404,,,,Hanford,R5,S,2023,Kings,California,93230,36.254668001204,-119.546739980367,generic_r5,,,,,,,,,,,"15010 5th Ave, Hanford, California, 93230"
Over the Moon Dairy,9455 2nd Avenue Hanford Kings 93230,234.0,29.0,44.0,0.0,0.0,0.0,0.0,,7024.26,,,89742.36,15021.37,45581.85,,21369918.0,22579.33,5010.17,30851.63,,48523.44,17760.54,48833.06,,22579.33,22579.33,5010.17,30851.63,198363.4,1.3,1.54,0.93,2.56,,,,,2023AR_Over The Moon Dairy_9455 Second Avenue_Kings.pdf,,,,307.0,71102.77,22770.71,79684.69,198363.4,22579.33,20031.54,76433.48,0.0,-48523.44,-2739.1699999999983,-3251.2100000000064,-198363.4,80893901.29638,,,,,25.167757100118994,1.667757100118994,,,,181506878.4,84739.60602512,,,,Hanford,R5,S,2023,Kings,California,93230,36.335904987685,-119.49243999994,generic_r5,,,,,,,,,,,"9455 2nd Ave, Hanford, California, 93230"
Henry Veenendaal Dairy L.P.,3678 Houston Ave. Hanford Kings 93230,1010.0,100.0,300.0,100.0,0.0,0.0,0.0,,31305.31,,,393394.1,65893.65,192760.75,,39815000.0,132760.91,15170.68,86881.27,,22200.0,3000.0,11400.0,138000.0,132760.91,132760.91,15170.68,86881.27,637802.38,1.14,0.58,0.54,1.13,,,,,2023AR_Henry Veenendaal Dairy_3678 Houston Avenue_Kings.pdf,,,,1510.0,154960.91,18170.68,98281.27,775802.38,132760.91,81064.32999999999,279642.02,0.0,-22200.0,62893.64999999999,181360.75,-775802.38,150716099.15,,,,,24.917832856923628,1.4178328569236278,,,,808929210.4,381450.436592,,,,Hanford,R5,S,2023,Kings,California,93230,36.299346017791,-119.526490978676,generic_r5,,,,,,,,,,,"3678 Houston Ave, Hanford, California, 93230"
Flint Dairy,6511 Flint Ave. Hanford Kings 93230,2390.0,295.0,455.0,0.0,0.0,0.0,0.0,,81409.12,91.0,,,,,,63894000.0,,,441062.82,2084719.28,,,,,419209.26,419209.26,47799.82,413931.34,1960341.39,1.28,0.5,0.86,1.28,,,,,2023AR_Flint Dairy_6511 Flint Avenue_Kings.pdf,41.276872,42.51517816,41665937.476254,3140.0,419209.26,47799.82,413931.34,1960341.39,0.0,0.0,441062.82,2084719.28,-419209.26,-47799.82,27131.47999999998,124377.89000000013,241864986.54000002,16666374.990501601,5.8048612653403575,5.8048612653403575,0.0,28.549942161807103,5.0499421618071025,,,,2103611660.7999997,865761.3691234,41665937.476254,,,Hanford,R5,S,2023,Kings,California,93230,36.368012999356,-119.572499999577,generic_r5,,,,,,,,,,,"6511 Flint Ave, Hanford, California, 93230"
MeIlo D Jerseys,14803 GrangeviIle BLVD Hanford Kings 93230,888.0,100.0,0.0,0.0,0.0,0.0,0.0,,23639.5,,,310617.13,,,,48630000.0,160581.19,9255.18,110808.69,,,,,,160581.19,160581.19,9255.18,110808.69,694653.41,1.16,0.44,0.79,1.44,,,,,2023AR_Mello D Jerseys_14803 Grangeville Boulevard_Kings.pdf,,,,988.0,160581.19,9255.18,110808.69,694653.41,160581.19,9255.18,110808.69,0.0,0.0,0.0,0.0,-694653.41,184084488.3,,,,,23.92661943319838,0.42661943319837903,,,,610844680.0,299976.56,,,,Hanford,R5,S,2023,Kings,California,93230,36.338818998234,-119.724657023197,generic_r5,,,,,,,,,,,"14803 Grangeville Blvd, Hanford, California, 93230"
F&S Brasil,14315 Kent AVE Hanford Kings 93230,1475.0,205.0,415.0,455.0,0.0,0.0,0.0,,50422.87,,,625977.79,104738.77,,,59417684.0,166501.91,56146.17,354388.77,,,,,,166501.91,166501.91,56146.17,354388.77,1640747.48,1.32,1.99,1.68,1.79,,,,,2023AR_F&S Brasil Dairy_14235 Kent Avenue_Kings.pdf,,,,2550.0,166501.91,56146.17,354388.77,1640747.48,166501.91,160884.94,354388.77,0.0,0.0,104738.77,0.0,-1640747.48,224920295.19044,,,,,25.232971593584843,1.7329715935848427,,,,1302926960.8,606721.7145876,,,,Hanford,R5,S,2023,Kings,California,93230,36.225268014812,-119.714461024718,generic_r5,,,,,,,,,,,"14315 Kent Ave, Hanford, California, 93230"
Jaques & SiIva Dairy,10536 6th AVE Hanford Kings 93230,1215.0,185.0,305.0,220.0,150.0,0.0,0.0,,39334.88,,,495008.08,,231087.2,,50276000.0,183645.83,14220.44,1028887.09,,,,,,183645.83,183645.83,14220.44,1028887.09,1001317.55,1.2,0.49,4.95,1.47,,,,,2023AR_Jaques & Silva Dairy_10256 6th Avenue_Kings.pdf,,,,2075.0,183645.83,14220.44,1028887.09,1001317.55,183645.83,14220.44,1259974.29,0.0,0.0,0.0,231087.20000000007,-1001317.55,190315273.16,,,,,24.42604973030975,0.9260497303097495,,,,1016413299.1999999,488939.32492000004,,,,Hanford,R5,S,2023,Kings,California,93230,36.319882979765,-119.565920959956,generic_r5,,,,,,,,,,,"10536 6th Ave, Hanford, California, 93230"
Tony Cox Dairy 43,15410 ExceIsior AVE Hanford Kings 93230,500.0,0.0,100.0,100.0,0.0,0.0,0.0,,14496.53,,,182066.67,30754.48,93783.61,,76810000.0,185544.08,9601.91,117304.0,,,,,,185544.08,185544.08,9601.91,117304.0,807737.75,0.99,0.3,0.51,1.05,,,,,2023AR_Tony Cox Family Dairy #3_15410 Excelsior Avenue_Kings.pdf,,,,700.0,185544.08,9601.91,117304.0,807737.75,185544.08,40356.39,211087.61,0.0,0.0,30754.48,93783.60999999999,-807737.75,290757342.1,,,,,25.291815284379457,1.7918152843794566,,,,374590335.20000005,174026.118296,,,,Hanford,R5,S,2023,Kings,California,93230,36.401433994249,-119.735239008318,generic_r5,,,,,,,,,,,"15410 Excelsior Ave, Hanford, California, 93230"
Georgeson Dairy,8519 24th AVE Lemoore Kings 93245,1225.0,115.0,300.0,250.0,250.0,0.0,0.0,,39052.18,67.0,343811.29,491158.98,81022.69,232184.33,603235.5,19565000.0,64373.94,7197.68,54393.7,323486.0,,,,,64373.94,64373.94,7197.68,54393.7,323486.0,1.2,0.71,0.62,0.99,,,,,2023AR_Georgenson Dairy_8519 24th Avenue_Kings.pdf,30.390664,31.30238392,15309995.975272002,2140.0,64373.94,7197.68,54393.7,323486.0,408185.23,88220.37,286578.02999999997,926721.5,343811.29,81022.69,232184.32999999996,603235.5,74061546.65,6123998.390108801,4.837463495720103,4.837463495720103,0.0,24.84697772476678,1.3469777247667807,-1008764519.9100001,-99.9659291991385,-27.952644249297094,1009108331.2,477201.81596899993,15309995.975272002,,,Lemoore,R5,S,2023,Kings,California,93245,36.350797995157,-119.886656999535,generic_r5,,,,,,,,,,,"8519 24th Ave, Lemoore, California, 93245"
Daniel Brasil Dairy,18280 Fairfax AVE Lemoore Kings 93245,500.0,75.0,105.0,175.0,70.0,5.0,0.0,,17260.07,,,215618.2,35668.84,97397.11,,24140667.0,102462.77,32435.63,191645.38,,25628.46,12022.08,27399.15,296358.19,102462.77,102462.77,32435.63,191645.38,805215.36,1.26,1.83,1.86,2.31,,,,,2023AR_Daniel Brazil Dairy_18280 Fairfax Avenue_Kings.pdf,,,,930.0,128091.23000000001,44457.71,219044.53,1101573.55,102462.77,68104.47,289042.49,0.0,-25628.460000000006,23646.760000000002,69997.95999999999,-1101573.55,91382322.26847,,,,,25.138997812573784,1.638997812573784,,,,446000208.79999995,208461.0728109,,,,Lemoore,R5,S,2023,Kings,California,93245,36.350743009872,-119.785526990791,generic_r5,,,,,,,,,,,"18280 Fairfax Ave, Lemoore, California, 93245"
_ FeIicita Dairy,22154 Road 20 TuIare Kings 93274,1950.0,290.0,435.0,400.0,0.0,0.0,0.0,,62160.58,,,777181.1,129462.43,369599.54,,12325500.0,45077.33,6992.25,56276.03,,77529.4,17987.6,112955.3,,45077.33,45077.33,6992.25,56276.03,315582.95,0.77,0.31,0.47,1.94,,,,,2023AR_Felicita Dairy_22154 Road 20_Kings.pdf,,,,3075.0,122606.73,24979.85,169231.33000000002,315582.95,45077.33,136454.68,425875.56999999995,0.0,-77529.4,111474.82999999999,256644.23999999993,-315582.95,46657070.955000006,,,,,24.419906046388142,0.9199060463881423,,,,1606229387.2,772861.0938858,,,,Tulare,R5,S,2023,Tulare,California,93274,36.146264009246,-119.534224960736,generic_r5,,,,,,,,,,,"22154 Road 20, Tulare, California, 93274"
Sunshine Dairy (Anthony & Robert Brazil Dairy),13113 7th AVE Hanford Kings 93230,330.0,50.0,200.0,150.0,0.0,0.0,0.0,,12840.21,68.0,109442.33,156346.19,25683.12,62764.42,166878.0,44028000.0,100853.27,10664.49,61299.24,369800.33,109650.0,38335.0,196775.0,3898309.87,100853.27,100853.27,10664.49,61299.24,369800.33,1.26,1.45,1.31,5.15,,,,,2023AR_Anthony & Robert Brazil Dairy-Sunshine Dairy_13419 7th Avenue_Kings.pdf,30.844256,31.769583680000004,4406441.256416,730.0,210503.27000000002,48999.49,258074.24,4268110.2,210295.6,36347.61,124063.66,536678.3300000001,-207.6700000000128,-12651.879999999997,-134010.58,-3731431.87,166664031.48000002,1762576.5025664002,37.822819318725465,37.822819318725465,0.0,25.2735711070332,1.7735711070331988,-331681584.07,-99.96701468053931,-29.0504836699239,331791026.4,154253.80701800002,4406441.256416,,,Hanford,R5,S,2023,Kings,California,93230,36.281899002512,-119.580531958295,generic_r5,,,,,,,,,,,"13113 7th Ave, Hanford, California, 93230"
J&D WiIson Dairy 42,23565 GrangeviIle BLVD Lemoore Kings 93230,1350.0,120.0,750.0,700.0,0.0,0.0,0.0,,50848.87,,,610196.61,102446.98,257650.51,,61078603.0,165470.59,9607.8,55104.16,,22819.0,12250.2,52363.6,1187237.5,165470.59,165470.59,9607.8,55104.16,429728.47,1.04,0.84,0.52,3.43,,,,,2023AR_J&D Wilson Dairy #2_23535 Grangeville Boulevard_Kings.pdf,,,,2920.0,188289.59,21858.0,107467.76000000001,1616965.97,165470.59,112054.78,312754.67000000004,0.0,-22819.0,90196.78,205286.91000000003,-1616965.97,231207554.58223,,,,,25.418229139355628,1.9182291393556277,,,,1313934800.8000002,607388.257646,,,,Lemoore,R5,S,2023,Kings,California,93245,36.343613991674,-119.880346013177,generic_r5,,,,,,,,,,,"23565 Grangeville Blvd, Lemoore, California, 93245"
AIvaro Machado Dairy,5230 9th Ave AVE Hanford Kings 93230,865.0,130.0,290.0,295.0,145.0,0.0,0.0,,30974.45,,,383391.33,63383.86,168497.01,,34065903.0,83010.39,17373.75,239077.96,,,,,,83010.39,83010.39,17373.75,239077.96,947739.13,1.27,1.13,3.02,2.59,,,,,2023AR_Alvaro Machado Dairy_5230 9th Avenue_Kings.pdf,,,,1725.0,83010.39,17373.75,239077.96,947739.13,83010.39,80757.61,407574.97,0.0,0.0,63383.86,168497.00999999998,-947739.13,128953409.87523,,,,,25.25007010941977,1.7500701094197701,,,,800379788.0,372452.9265957,,,,Hanford,R5,S,2023,Kings,California,93230,36.397889999858,-119.619445027606,generic_r5,,,,,,,,,,,"5230 9th Ave, Hanford, California, 93230"
Log Haven Dairy,7755 Fargo Ave. Hanford Kings 93230,0.0,0.0,150.0,100.0,0.0,0.0,0.0,,2481.99,,,23725.0,4015.0,25000.0,,,,,,,1.0,34356.62,33442.88,44225.02,,,,,,1.37,5.0,192.0,2.39,,,,,2023AR_Log Haven Dairy_7755 Fargo Ave_Kings.pdf,,,,250.0,1.0,34356.62,33442.88,44225.02,0.0,4015.0,25000.0,0.0,-1.0,-30341.620000000003,-8442.879999999997,-44225.02,,,,,,27.136398672694572,3.636398672694572,,,,64134621.599999994,27770.147869999997,,,,,R5,S,2023,,,,,,generic_r5,,,,,,,,,,,
Fagundes Agribusiness Dairy,7546 8-1/2 AVE Hanford Kings 93230,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.5,,,229.5,37.31,146.18,,,,,,,,,,,,,,,,1.12,0.43,0.48,0.48,,,,,2023AR_Fagundes Agribusiness Dairy_7546 8 1-2 Avenue_Kings.pdf,,,,1.0,0.0,0.0,0.0,0.0,0.0,37.31,146.18,0.0,0.0,37.31,146.18,0.0,,,,,,17.5,-6.0,,,,452200.0,303.62,,,,Hanford,R5,S,2023,Kings,California,93230,36.363877996972,-119.61085198429,generic_r5,,,,,,,,,,,"7546 8 1/2 Ave, Hanford, California, 93230"
Lone Oak Farms 1,13866 4th AVE Hanford Kings 93230,4855.0,280.0,2515.0,1250.0,960.0,1115.0,0.0,,177021.45,75.0,,2179950.4,,,2350362.75,245236315.0,902169.45,88893.41,1010423.32,8358139.33,,,,,902169.45,902169.45,88893.41,1010423.32,8358139.33,1.13,0.49,1.23,2.1,,,,,2023AR_Lone Oak Farms Dairy #1_13866 4th Avenue_Kings.pdf,34.0194,35.039981999999995,65674562.26304999,10975.0,902169.45,88893.41,1010423.32,8358139.33,902169.45,88893.41,1010423.32,10708502.08,0.0,0.0,0.0,2350362.75,928319999.16415,26269824.90522,14.135153203547793,14.135153203547793,0.0,26.1653606339995,2.6653606339995015,,,,4574234268.0,2054137.6593587,65674562.26304999,,,Hanford,R5,S,2023,Kings,California,93230,36.256573890181,-119.529494111188,generic_r5,,,,,,,,,,,"13866 4th Ave, Hanford, California, 93230"
Four Star Dairy,22401 20 RD Tulare Tulare 93274,2390.0,280.0,390.0,280.0,284.0,0.0,0.0,,73218.85,71.0,654094.84,934421.2,154904.98,459277.28,1189717.5,25382700.0,99351.58,16625.04,119032.19,767371.74,143453.7,50266.66,95877.55,86151.6,99351.58,99351.58,16625.04,119032.19,767371.74,0.97,1.12,0.65,0.71,,,,,2023AR_Four Star Dairy_18886 4th Ave_Kings.pdf,32.205032,33.17118296,32326976.353668004,3624.0,242805.28000000003,66891.70000000001,214909.74,853523.34,753446.4199999999,171530.02000000002,578309.47,1957089.24,510641.1399999999,104638.32,363399.73,1103565.9,96083926.407,12930790.541467203,2.9722521944461957,2.9722521944461957,0.0,24.822000005082458,1.322000005082458,-1891320989.16,-99.96542793583639,-26.96614665150248,1891975084.0,895604.99687568,32326976.353668004,,,Tulare,R5,S,2023,Tulare,California,93274,36.139998268707,-119.529065294557,generic_r5,,,,,,,,,,,"22401 Road 20, Tulare, California, 93274"
Sozinho Dairy 45,7205 Houston AVE Hanford Kings 93230,1085.0,85.0,200.0,185.0,200.0,200.0,0.0,,33928.31,67.0,,431381.74,,205648.98,530418.0,32965000.0,135808.76,18084.58,105268.76,,,,,,135808.76,135808.76,18084.58,105268.76,726027.6,1.32,0.94,0.84,1.55,,,,,2023AR_Sozinho Dairy #5_7205 Houston Avenue_Kings.pdf,30.390664,31.30238392,13367683.053035999,1955.0,135808.76,18084.58,105268.76,726027.6,135808.76,18084.58,310917.74,530418.0,0.0,0.0,205648.97999999998,-195609.59999999998,124786040.65,5347073.2212144,9.334904198050928,9.334904198050928,0.0,24.953998839937963,1.453998839937963,,,,876707530.4,412812.1327678,13367683.053035999,,,Hanford,R5,S,2023,Kings,California,93230,36.298462368809,-119.586809538468,generic_r5,,,,,,,,,,,"7205 Houston Ave, Hanford, California, 93230"
Contente & Company,7900 15th Ave Hanford Kings 93230,810.0,110.0,140.0,120.0,130.0,140.0,0.0,,24881.66,,,,,149800.77,,15199175.0,46833.44,14137.96,111397.52,,53073.41,16468.16,59230.65,703875.44,46833.44,46833.44,14137.96,111397.52,363549.1,0.58,1.08,0.91,1.8,,,,,2023AR_Contente & Company Dairy_7900 15th Avenue_Kings.pdf,,,,1450.0,99906.85,30606.12,170628.17,1067424.54,46833.44,14137.96,261198.28999999998,0.0,-53073.41,-16468.16,90570.11999999997,-1067424.54,57535109.03675,,,,,23.74093626421846,0.24093626421845826,,,,642942094.4,318208.5796922,,,,Hanford,R5,S,2023,Kings,California,93230,36.35886499023,-119.727346021555,generic_r5,,,,,,,,,,,"7900 15th Ave, Hanford, California, 93230"
