Source PDF,Manifest Number,Start Page,End Page,Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Destination Address Final,Destination Address Final Source,Destination Type (Standardized),Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Total Process Wastewater Exports (Gallons),"Number of <8,000 gal Hauls for Analysis","Number of >=8,000 gal Hauls for Analysis"
5000 W Keyes Rd Modesto 2024 Dairy AR,6,25,26,Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Farmer,37.636789,-122.462718,2024-02-15,2024-02-15,False,,,,,5670466.0,872,393
5000 W Keyes Rd Modesto 2024 Dairy AR,7,27,28,Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Farmer,37.636789,-122.462718,2024-08-05,2024-08-12,False,,,,,3553278.0,547,246
5000 W Keyes Rd Modesto 2024 Dairy AR,8,29,30,Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Farmer,37.636789,-122.462718,2024-08-19,2024-08-22,False,,,,,4982787.0,766,345
5000 W Keyes Rd Modesto 2024 Dairy AR,9,31,32,Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Farmer,37.636789,-122.462718,2024-09-02,2024-09-08,False,,,,,5689769.0,875,394
5000 W Keyes Rd Modesto 2024 Dairy AR,10,33,34,Alamo Farms,5000 Keves Rd. Modesto 95358,37.545854462099,-121.087299669668,"017-061-020,017-061-009,017-062-029,017-061-021,017-061-004,017-061-007",Destination Assessor Parcel Number,Farmer,37.636789,-122.462718,2024-12-05,2024-12-12,False,,,,,5539502.0,852,384
5000 W Keyes Rd Modesto 2024 Dairy AR,11,35,36,Alamo Farms,5000 Keyes Rd. Modesto 95358,37.545854462099,-121.087299669668,"022-002-050,017-062-047,017-062-048,022-003-009,058-001-013,058-001-014,058-001-003",Destination Assessor Parcel Number,Farmer,37.707363,-122.482716,2024-10-30,2024-11-04,False,,,,,4780000.0,735,331
5254 Blue Gum Ave Modesto 2024 Dairy AR,14,60,61,Blue Star Dairy,5254 Blue Gum Avenue Modesto CA 95358,37.659546806318,-121.091390457513,"012-030-050,012-031-026",Destination Assessor Parcel Number,Farmer,37.927171,-121.715711,,2024-10-26,False,,,10.0,1300.0,780000.0,120,54
5254 Blue Gum Ave Modesto 2024 Dairy AR,15,62,63,Blue Star Dairy,5254 Blue Gum Avenue Modesto CA 95358,37.659546806318,-121.091390457513,"012-030-050,012-031-026",Destination Assessor Parcel Number,Farmer,360607199.0,-119.2391615,,2024-10-30,False,,,5.0,1300.0,390000.0,60,27
"5600 Clayton Rd, Turlock 2024 Dairy AR",1,19,20,J-D Brasil Dairy,5600 Clayton Road Turlock CA 95380,37.481291050781,-120.913112992846,0044-0020-0031-0000,Destination Assessor Parcel Number,Farmer,,,,2024-04-23,False,,,,,1026000.0,158,71
"5600 Clayton Rd, Turlock 2024 Dairy AR",2,21,22,J-D Brasil Dairy,5600 Clayton Road Turlock CA 95380,37.481291050781,-120.913112992846,0044-0020-0031-0000,Destination Assessor Parcel Number,Farmer,,,,2024-09-02,False,,,,,1896000.0,292,131
"5638 Columbus Ave, Hilmar 2024 Dairy AR",1,105,106,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,0045-0034-0012-0000,Destination Assessor Parcel Number,Blank,,,,2024-05-14,False,,,,,325000.0,50,23
"5638 Columbus Ave, Hilmar 2024 Dairy AR",2,107,108,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,0045-0034-0012-0000,Destination Assessor Parcel Number,Blank,,,,2024-05-26,False,,,,,400000.0,62,28
"5638 Columbus Ave, Hilmar 2024 Dairy AR",3,109,110,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,0045-0034-0012-0000,Destination Assessor Parcel Number,Blank,,,,2024-06-09,False,,,,,325000.0,50,23
"5638 Columbus Ave, Hilmar 2024 Dairy AR",4,111,112,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,0045-0034-0012-0000,Destination Assessor Parcel Number,Blank,,,,2024-06-21,False,,,,,380000.0,58,26
"5638 Columbus Ave, Hilmar 2024 Dairy AR",5,113,114,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,0045-0034-0012-0000,Destination Assessor Parcel Number,Blank,,,,2024-06-30,False,,,,,400000.0,62,28
"5638 Columbus Ave, Hilmar 2024 Dairy AR",6,115,116,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,0045-0034-0012-0000,Destination Assessor Parcel Number,Blank,,,,2024-10-24,False,,,,,350000.0,54,24
"5638 Columbus Ave, Hilmar 2024 Dairy AR",7,117,118,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,0045-0034-0012-0000,Destination Assessor Parcel Number,Blank,,,,2024-12-05,False,,,,,450000.0,69,31
"5638 Columbus Ave, Hilmar 2024 Dairy AR",8,119,120,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,"0045-0360-0022-0000,0045-0360-0014-0000,045-0262-0001-0000",Destination Assessor Parcel Number,Blank,,,,2024-04-12,False,,,,,1000000.0,154,69
"5638 Columbus Ave, Hilmar 2024 Dairy AR",9,121,122,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,"0045-0360-0022-0000,0045-0360-0014-0000,045-0262-0001-0000",Destination Assessor Parcel Number,Blank,,,,2024-06-07,False,,,,,1100000.0,169,76
"5638 Columbus Ave, Hilmar 2024 Dairy AR",10,123,124,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,"0045-0360-0022-0000,0045-0360-0014-0000,045-0262-0001-0000",Destination Assessor Parcel Number,Blank,,,,2024-06-20,False,,,,,1000000.0,154,69
"5638 Columbus Ave, Hilmar 2024 Dairy AR",11,125,126,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,"0045-0360-0022-0000,0045-0360-0014-0000,045-0262-0001-0000",Destination Assessor Parcel Number,Blank,,,,2024-06-30,False,,,,,900000.0,138,62
"5638 Columbus Ave, Hilmar 2024 Dairy AR",12,127,128,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,"0045-0360-0022-0000,0045-0360-0014-0000,045-0262-0001-0000",Destination Assessor Parcel Number,Blank,,,,2024-07-09,False,,,,,950000.0,146,66
"5638 Columbus Ave, Hilmar 2024 Dairy AR",13,129,130,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,"0045-0360-0022-0000,0045-0360-0014-0000,045-0262-0001-0000",Destination Assessor Parcel Number,Blank,,,,2024-10-15,False,,,,,1100000.0,169,76
"5638 Columbus Ave, Hilmar 2024 Dairy AR",14,131,132,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,"0045-0025-0021-0000,0045-0025-0065-0000",Destination Assessor Parcel Number,Blank,,,,2024-03-13,False,,,,,1500000.0,231,104
"5638 Columbus Ave, Hilmar 2024 Dairy AR",15,133,134,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,"0045-0025-0021-0000,0045-0025-0065-0000",Destination Assessor Parcel Number,Blank,,,,2024-04-20,False,,,,,1600000.0,246,111
"5638 Columbus Ave, Hilmar 2024 Dairy AR",16,135,136,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,"0045-0025-0021-0000,0045-0025-0065-0000",Destination Assessor Parcel Number,Blank,,,,2024-07-02,False,,,,,1100000.0,169,76
"5638 Columbus Ave, Hilmar 2024 Dairy AR",17,137,138,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,0045-0025-0031-0000,Destination Assessor Parcel Number,Blank,,,,2024-02-29,False,,,,,900000.0,138,62
"5638 Columbus Ave, Hilmar 2024 Dairy AR",18,139,140,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,0045-0025-0031-0000,Destination Assessor Parcel Number,Blank,,,,2024-04-15,False,,,,,915000.0,141,63
"5638 Columbus Ave, Hilmar 2024 Dairy AR",19,141,142,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,0045-0025-0031-0000,Destination Assessor Parcel Number,Blank,,,,2024-05-26,False,,,,,850000.0,131,59
"5638 Columbus Ave, Hilmar 2024 Dairy AR",20,143,144,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,0045-0025-0031-0000,Destination Assessor Parcel Number,Blank,,,,2024-06-08,False,,,,,750000.0,115,52
"5638 Columbus Ave, Hilmar 2024 Dairy AR",21,145,146,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,0045-0025-0031-0000,Destination Assessor Parcel Number,Blank,,,,2024-06-21,False,,,,,800000.0,123,55
"5638 Columbus Ave, Hilmar 2024 Dairy AR",22,147,148,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,0045-0025-0031-0000,Destination Assessor Parcel Number,Blank,,,,2024-06-30,False,,,,,750000.0,115,52
"5638 Columbus Ave, Hilmar 2024 Dairy AR",23,149,150,Wickstrom Jersey Farms,5638 Columbus Rd. Hilmar 95324,37.369953895626,-120.868669460001,0045-0025-0031-0000,Destination Assessor Parcel Number,Blank,,,,2024-10-20,False,,,,,900000.0,138,62
5817 E Worden Ave Merced 2024 Dairy AR,1,109,110,Double B Dairy,5817 E Worden Ave Merced Merced 95340,37.2360771,-120.3832041,602 E Sandy Mush Rd M 95341 Merced,Destination Address,Farmer,37.187149239326,-120.477986270784,,2024-08-02,False,,,,,3980500.0,612,276
"5837 Hultberg RD, Turlock 2024 Dairy AR",1,33,34,Kooistra Dairy,5837 Hultberg Road Turlock CA 95380,37.438153041265,-120.895575117737,045-X013-X027-Xxxx,Destination Assessor Parcel Number,Farmer,,,2024-03-19,2024-08-09,False,,,,,1650000.0,254,114
"5837 Hultberg RD, Turlock 2024 Dairy AR",2,35,36,Kooistra Dairy,5837 Hultberg Road Turlock CA 95380,37.438153041265,-120.895575117737,057-X017-X004-Xxxx,Destination Assessor Parcel Number,Farmer,,,2024-07-02,2024-07-29,False,,,,,780000.0,120,54
5931 W Tuolumne Rd Ceres 2024 Dairy AR,5,53,54,Nelson Farms,5931 W Tuolumne Rd Ceres 95307,37.514649349039,-120.917168744335,0023-0005-0001-0000,Destination Assessor Parcel Number,Farmer,,,,2024-05-04,False,,,8.0,1000.0,480000.0,74,33
5931 W Tuolumne Rd Ceres 2024 Dairy AR,6,55,56,Nelson Farms,5931 W Tuolumne Rd Ceres 95307,37.514649349039,-120.917168744335,0023-0005-0001-0000,Destination Assessor Parcel Number,Farmer,,,,2024-07-22,False,,,8.0,1000.0,480000.0,74,33
5931 W Tuolumne Rd Ceres 2024 Dairy AR,7,57,58,Nelson Farms,5931 W Tadumne Rd Ceres 95307,37.5150913,-120.915848,0023-0005-0001-0000,Destination Assessor Parcel Number,Farmer,,,,2024-02-21,False,,,8.0,1000.0,480000.0,74,33
6025 Hultberg Rd Turlock 2024 Dairy AR,1,31,32,N & C Silveira Dairy,6025 Hultberg Road Turlock CA 95380,37.436642789951,-120.896652862847,5026 Christofferson Road Turlock 95380,Destination Address,Farmer,37.440678005778,-120.907359151592,,2024-10-18,False,,,,,360000.0,55,25
6025 Hultberg Rd Turlock 2024 Dairy AR,4,37,38,N & C Silveira Dairy,6025 Hultberg Road Turlock CA 95380,37.436642789951,-120.896652862847,9579 Hultberg Rd Hilmar 95324,Destination Address,Farmer,37.427118894377,-120.89576094453,2024-01-08,2024-03-27,False,,,,,717570.0,110,50
6025 Hultberg Rd Turlock 2024 Dairy AR,5,39,40,N & C Silveira Dairy,6025 Hultberg Road Turlock CA 95380,37.436642789951,-120.896652862847,9579 Hultberg Rd Hilmar 95324,Destination Address,Farmer,37.427118894377,-120.89576094453,2024-06-22,2024-10-15,False,,,,,1255060.0,193,87
"6041 Central Ave, Hilmar 2024 Dairy AR",1,82,83,Martins Brothers Dairy,6041 Central Ave Hilmar Merced 95324,37.378794917548,-120.959938243479,Hilmar 95324 Central And Williams Merced Merced,Destination Address,Farmer,,,,2024-04-27,False,,,,,8011753.0,1232,555
"6071 Larson Ave, Hilmar 2024 Dairy AR",2,60,61,California Dairy Farms-Larson,6071 North Larson Road Hilmar CA 95324,,,"X045-X230-X032-XXXX,X045-X230-X061-XXXX",Destination Assessor Parcel Number,Farmer,,,2024-02-22,2024-10-14,False,,,,,1764000.0,271,122
"6071 Larson Ave, Hilmar 2024 Dairy AR",3,62,63,California Dairy Farms-Larson,6071 North Larson Road Hilmar CA 95324,,,045-X230-X008-Xxxx,Destination Assessor Parcel Number,Farmer,,,2024-01-31,2024-07-12,False,,,,,2016000.0,310,140
6480 W Bailey Rd Atwater 2024 Dairy AR,1,13,14,Twin Star Dairy,6480 W Bailey Ave Atwater Merced 95301,37.28791828141,-120.605546431898,Atwater 95301 Oak Ave Merced Stanislaus,Destination Address,Farmer,,,,2024-04-30,False,,,,,5783486.0,890,400
6480 W Bailey Rd Atwater 2024 Dairy AR,2,15,16,Twin Star Dairy,6480 W Bailey Ave Atwater Merced 95301,37.28791828141,-120.605546431898,Atwater 95301 Oak Ave Merced,Destination Address,Farmer,37.355804991608,-120.602916986962,,2024-06-30,False,,,,,7021541.0,1080,486
6480 W Bailey Rd Atwater 2024 Dairy AR,3,17,18,Twin Star Dairy,6480 W Bailey Ave Atwater Merced 95301,37.28791828141,-120.605546431898,Atwater 05301 Oak Ave Merced,Destination Address,Farmer,37.280227421357,-120.583511188836,,2024-09-30,False,,,,,7021541.0,1080,486
6480 W Bailey Rd Atwater 2024 Dairy AR,4,19,20,Twin Star Dairy,6480 W Bailey Ave Atwater Merced 95301,37.28791828141,-120.605546431898,Atwater 95301 Oak Ave Merced,Destination Address,Farmer,37.355804991608,-120.602916986962,,2024-12-31,False,,,,,4572630.0,703,317
6555 Blue Gum Rd Modeso 2024 Dairy AR,6,57,58,Double & Dairy,6555 Blue Gum Ave. Modesto 95358,37.660044900915,-121.114367433411,012-034-023,Destination Assessor Parcel Number,Farmer,35.552162,-121.087588,,2024-08-20,False,,,10.0,1000.0,600000.0,92,42
6555 Blue Gum Rd Modeso 2024 Dairy AR,7,59,60,Double & Dairy,6555 Blue Gum Ave. Modesto 95358,37.660044900915,-121.114367433411,012-034-023,Destination Assessor Parcel Number,Farmer,35.552162,-121.087588,,2024-09-02,False,,,10.0,1000.0,600000.0,92,42
6555 Blue Gum Rd Modeso 2024 Dairy AR,8,61,62,Double & Dairy,6555 Blue Gum Ave. Modesto 95358,37.660044900915,-121.114367433411,012-028-053,Destination Assessor Parcel Number,Farmer,34.450579,-119.739451,,2024-10-24,False,9500.0,60.0,,,570000.0,0,60
6624 Crane Rd Oakdale 2024 Dairy AR,2,22,23,Crane Villa,6624 Crane Road Oakdale CA 95361,37.734875263523,-120.880931681432,063-027-002,Destination Assessor Parcel Number,Blank,37.738219,-120.874174,,2024-05-17,False,9500.0,40.0,,,380000.0,0,40
"6706 Elaine RD, Turlock 2024 Dairy AR",1,74,75,Silvas Holsteins Dairy,6706 Elaine Rd Turlock Stanislaus 95380,37.430076239365,-120.925696660264,5631 Zeering Rd Ceres 95307 Stanislaus,Destination Address,Farmer,37.529317558972,-120.991993025084,,2024-04-02,True,,,15.0,1800.0,1620000.0,249,112
"6706 Elaine RD, Turlock 2024 Dairy AR",2,76,77,Silvas Holsteins Dairy,6706 Elaine Rd Turlock Stanislaus 95380,37.430076239365,-120.925696660264,5631 Zeering Rd Ceres 95307 Stanislaus,Destination Address,Farmer,37.529317558972,-120.991993025084,,2024-06-12,True,,,15.0,1800.0,1620000.0,249,112
6930 Paradise Rd Modesto 2024 Dairy AR,1,73,74,Larry Inderbitzen Dairy,6930 Paradise Rd. Modesto 95358,37.608103588041,-121.120964745582,017-027-074,Destination Assessor Parcel Number,Farmer,35.311694,-120.857986,,2024-05-27,True,,,,,990352.0,152,69
6930 Paradise Rd Modesto 2024 Dairy AR,2,75,76,Larry Inderbitzen Dairy,6930 Paradise Rd. Modesto 95358,37.608103588041,-121.120964745582,017-027-074,Destination Assessor Parcel Number,Farmer,35.311694,-120.857986,,2024-06-22,True,,,,,160759.0,25,11
6930 Paradise Rd Modesto 2024 Dairy AR,3,77,78,Larry Inderbitzen Dairy,6930 Paradise Rd. Modesto 95358,37.608103588041,-121.120964745582,017-027-074,Destination Assessor Parcel Number,Farmer,35.311694,-120.857986,,2024-07-19,True,,,,,562989.0,87,39
6930 Paradise Rd Modesto 2024 Dairy AR,4,79,80,Larry Inderbitzen Dairy,6930 Paradise Rd. Modesto 95358,37.608103588041,-121.120964745582,017-027-074,Destination Assessor Parcel Number,Farmer,35.311694,-120.857986,,2024-08-24,True,,,,,741204.0,114,51
7018 Vivian Rd Modesto 2024 Dairy AR,1,25,26,Manuel Soares & Sons Dairy,7810 Vivian Rd Modesto CA 95358,37.524278742831,-121.048992975243,3136 W. Monte Vista Ave. Modesto 95358 Stanislaus County,Destination Address,Farmer,37.522079151833,-121.052306481196,,,False,,,,,1400000.0,215,97
"7025 W. Central Ave, Turlock 2024 Dairy AR",1,26,27,Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,"0057-0008-0001,0057-0008-00002,0057-0009-0006",Destination Assessor Parcel Number,Blank,,,2024-01-16,2024-01-17,False,,,,,864000.0,133,60
"7025 W. Central Ave, Turlock 2024 Dairy AR",2,28,29,Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,"0057-0008-0001,0057-0008-00002,0057-0009-0006",Destination Assessor Parcel Number,Blank,,,2024-02-20,2024-02-21,False,,,,,1404000.0,216,97
"7025 W. Central Ave, Turlock 2024 Dairy AR",3,30,31,Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,"0057-0008-0001,0057-0008-00002,0057-0009-0006",Destination Assessor Parcel Number,Blank,,,,2024-03-19,False,,,,,744000.0,114,52
"7025 W. Central Ave, Turlock 2024 Dairy AR",4,32,33,Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,"0057-0008-0001,0057-0008-00002,0057-0009-0006",Destination Assessor Parcel Number,Blank,,,2024-06-05,2024-06-06,False,,,,,720000.0,111,50
"7025 W. Central Ave, Turlock 2024 Dairy AR",5,34,35,Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,"0057-0008-0001,0057-0008-00002,0057-0009-0006",Destination Assessor Parcel Number,Blank,,,2024-08-02,2024-08-03,False,,,,,1272000.0,196,88
"7025 W. Central Ave, Turlock 2024 Dairy AR",6,36,37,Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,"0057-0008-0001,0057-0008-00002,0057-0009-0006",Destination Assessor Parcel Number,Blank,,,2024-08-15,2024-08-16,False,,,,,748000.0,115,52
"7025 W. Central Ave, Turlock 2024 Dairy AR",7,38,39,Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,"0057-0008-0001,0057-0008-00002,0057-0009-0006",Destination Assessor Parcel Number,Blank,,,2024-09-10,2024-09-11,False,,,,,1248000.0,192,86
"7025 W. Central Ave, Turlock 2024 Dairy AR",8,40,41,Double Cross,"7025 S Central Ave Hilmar, CA 95324",37.431206629106,-120.958578581341,"0057-0008-0001,0057-0008-00002,0057-0009-0006",Destination Assessor Parcel Number,Blank,,,2024-09-19,2024-09-20,False,,,,,624000.0,96,43
7215 S Prairie Flower Rd Turlock 2024 Dairy AR,1,93,94,Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Farmer,38.094809,-120.494519,,2024-04-04,True,,,,,720000.0,111,50
7215 S Prairie Flower Rd Turlock 2024 Dairy AR,2,95,96,Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Farmer,38.094809,-120.494519,,2024-05-09,True,,,,,1380000.0,212,96
7215 S Prairie Flower Rd Turlock 2024 Dairy AR,3,97,98,Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Farmer,38.094809,-120.494519,,2024-06-13,True,,,,,1260000.0,194,87
7215 S Prairie Flower Rd Turlock 2024 Dairy AR,4,99,100,Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Farmer,38.094809,-120.494519,,2024-06-22,True,,,,,780000.0,120,54
7215 S Prairie Flower Rd Turlock 2024 Dairy AR,5,101,102,Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Farmer,38.094809,-120.494519,,2024-07-02,True,,,,,780000.0,120,54
7215 S Prairie Flower Rd Turlock 2024 Dairy AR,6,103,104,Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Farmer,38.094809,-120.494519,,2024-07-22,True,,,,,720000.0,111,50
7215 S Prairie Flower Rd Turlock 2024 Dairy AR,7,105,106,Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Farmer,38.094809,-120.494519,,2024-08-13,True,,,,,900000.0,138,62
7215 S Prairie Flower Rd Turlock 2024 Dairy AR,8,107,108,Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Farmer,38.094809,-120.494519,,2024-08-28,True,,,,,960000.0,148,66
7215 S Prairie Flower Rd Turlock 2024 Dairy AR,9,109,110,Lumar Dairy Farms,7215 S. Prairie Flower Rd. Turlock 95380,37.426601269947,-120.931543289186,057-013-005,Destination Assessor Parcel Number,Farmer,38.094809,-120.494519,,2024-10-01,True,,,,,1320000.0,203,91
7319 Beckwith Rd Modesto 2024 Dairy AR,1,70,71,Wyeth Dairy INC.,7319 Beckwith Rd. Modesto 95358,37.682504420021,-121.129599446957,012-022-001,Destination Assessor Parcel Number,Blank,39.513333,-121.56316,,2024-04-17,True,,,31.5,1000.0,1890000.0,291,131
7319 Beckwith Rd Modesto 2024 Dairy AR,2,72,73,Wyeth Dairy INC.,7319 Beckwith Rd. Modesto 95358,37.682504420021,-121.129599446957,012-022-001,Destination Assessor Parcel Number,Blank,39.513333,-121.56316,,2024-05-17,True,,,11.5,1000.0,690000.0,106,48
7319 Beckwith Rd Modesto 2024 Dairy AR,3,74,75,Wyeth Dairy INC.,7319 Beckwith Ro. Modesto 95358,37.682504420021,-121.129599446957,012-022-001,Destination Assessor Parcel Number,Blank,39.513333,-121.56316,,2024-07-26,True,,,18.0,1000.0,1080000.0,166,75
"7413 S Mitchell Rd, Turlock 2024 Dairy AR",1,33,34,Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-006,Destination Assessor Parcel Number,Farmer,37.417898,-120.941788,,2024-03-21,False,,,,,240000.0,37,17
"7413 S Mitchell Rd, Turlock 2024 Dairy AR",2,35,36,Machado Dairy,7413 S. Mitchell Rs. Turlock 95380,37.424464597099,-120.941026742077,057-023-015,Destination Assessor Parcel Number,Farmer,38.080564,-120.547528,,2024-03-22,False,,,,,240000.0,37,17
"7413 S Mitchell Rd, Turlock 2024 Dairy AR",3,37,38,Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-012-015,Destination Assessor Parcel Number,Farmer,38.092463,-120.485064,,2024-04-06,False,,,,,525000.0,81,36
"7413 S Mitchell Rd, Turlock 2024 Dairy AR",4,39,40,Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-012-005,Destination Assessor Parcel Number,Farmer,37.435676,-120.933489,,2024-04-06,False,,,,,1050000.0,162,73
"7413 S Mitchell Rd, Turlock 2024 Dairy AR",5,41,42,Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-006,Destination Assessor Parcel Number,Farmer,37.417898,-120.941788,,2024-04-11,False,,,,,300000.0,46,21
"7413 S Mitchell Rd, Turlock 2024 Dairy AR",6,43,44,Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-015,Destination Assessor Parcel Number,Farmer,38.080564,-120.547528,,2024-04-11,False,,,,,300000.0,46,21
"7413 S Mitchell Rd, Turlock 2024 Dairy AR",7,45,46,Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-006,Destination Assessor Parcel Number,Farmer,37.417898,-120.941788,,2024-05-27,False,,,,,240000.0,37,17
"7413 S Mitchell Rd, Turlock 2024 Dairy AR",8,47,48,Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-015,Destination Assessor Parcel Number,Farmer,38.080564,-120.547528,,2024-05-27,False,,,,,240000.0,37,17
"7413 S Mitchell Rd, Turlock 2024 Dairy AR",9,49,50,Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-012-015,Destination Assessor Parcel Number,Farmer,38.092463,-120.485064,,2024-05-31,False,,,,,525000.0,81,36
"7413 S Mitchell Rd, Turlock 2024 Dairy AR",10,51,52,Machado Dairy,7413 S. Mitchell Rs. Turlock 95380,37.424464597099,-120.941026742077,057-012-005,Destination Assessor Parcel Number,Farmer,37.435676,-120.933489,,2024-05-31,False,,,,,1050000.0,162,73
"7413 S Mitchell Rd, Turlock 2024 Dairy AR",11,53,54,Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-006,Destination Assessor Parcel Number,Farmer,37.417898,-120.941788,,2024-07-16,False,,,,,210000.0,32,15
"7413 S Mitchell Rd, Turlock 2024 Dairy AR",12,55,56,Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-023-015,Destination Assessor Parcel Number,Farmer,38.080564,-120.547528,,2024-07-16,False,,,,,210000.0,32,15
"7413 S Mitchell Rd, Turlock 2024 Dairy AR",13,57,58,Machado Dairy,7413 S. Mitchell Rd. Turlock 95380,37.424464597099,-120.941026742077,057-012-015,Destination Assessor Parcel Number,Farmer,38.092463,-120.485064,,2024-07-25,False,,,,,630000.0,97,44
