zip,lat,lng,city,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all
90001,33.97365,-118.24904,Los Angeles,56403,6639.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90002,33.94906,-118.24679,Los Angeles,52735,6803.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90003,33.96409,-118.27368,Los Angeles,71708,7637.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90004,34.07624,-118.31101,Los Angeles,58844,7447.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90005,34.05939,-118.30909,Los Angeles,38747,12680,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90006,34.04807,-118.29411,Los Angeles,55192,11020.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90007,34.02819,-118.28486,Los Angeles,39253,6236.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90008,34.01037,-118.3428,Los Angeles,33443,4462.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90010,34.06209,-118.31262,Los Angeles,4478,4427.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90011,34.00689,-118.25861,Los Angeles,102784,9252.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90012,34.06679,-118.23878,Los Angeles,37463,3976,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90013,34.04435,-118.24,Los Angeles,14891,8151.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90014,34.04302,-118.25182,Los Angeles,9540,12303.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90015,34.03932,-118.26625,Los Angeles,25257,5759.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90016,34.02881,-118.35436,Los Angeles,46102,4948.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90017,34.05306,-118.26447,Los Angeles,28981,15827.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90018,34.0286,-118.31737,Los Angeles,48812,6280.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90019,34.04861,-118.33874,Los Angeles,59288,5914,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90020,34.06638,-118.30986,Los Angeles,38361,13320.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90021,34.02909,-118.23889,Los Angeles,3152,615.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90022,34.02455,-118.15608,Los Angeles,61638,5381.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90023,34.02264,-118.19986,Los Angeles,44608,3989.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90024,34.06565,-118.43521,Los Angeles,50830,6599.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90025,34.04551,-118.44583,Los Angeles,45238,6847.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90026,34.07883,-118.2637,Los Angeles,62902,6026.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90027,34.12515,-118.29049,Los Angeles,46049,2188.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90028,34.09982,-118.3268,Los Angeles,31441,8036.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90029,34.08983,-118.29467,Los Angeles,33830,9491.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90031,34.08122,-118.21081,Los Angeles,36881,4069,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90032,34.0793,-118.17835,Los Angeles,43724,3506.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90033,34.05117,-118.21165,Los Angeles,46540,5485,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90034,34.03059,-118.39936,Los Angeles,55120,6862.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90035,34.05139,-118.38577,Los Angeles,27851,4725,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90036,34.07013,-118.34978,Los Angeles,38784,6097.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90037,34.00271,-118.28747,Los Angeles,67895,9078.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90038,34.08882,-118.32671,Los Angeles,27807,6936.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90039,34.11242,-118.26153,Los Angeles,28572,3030.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90040,33.99318,-118.1489,Los Angeles,11683,810.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90041,34.13749,-118.20746,Los Angeles,27351,2938.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90042,34.11475,-118.192,Los Angeles,58344,4984.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90043,33.98876,-118.33519,Los Angeles,43548,4099,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90044,33.95253,-118.29194,Los Angeles,95859,7254.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90045,33.95302,-118.40028,Los Angeles,42352,1519.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90046,34.10752,-118.36575,Los Angeles,48905,3332.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90047,33.95456,-118.30899,Los Angeles,50925,4177.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90048,34.07293,-118.3727,Los Angeles,20796,4240.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90049,34.08749,-118.48976,Los Angeles,36735,947.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90052,33.9783,-118.25891,Los Angeles,0,0,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90056,33.99361,-118.36884,Los Angeles,8908,1523.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90057,34.06205,-118.27704,Los Angeles,45548,19984.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90058,34.00264,-118.21452,Los Angeles,3409,227.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90059,33.92709,-118.2491,Los Angeles,38015,4642.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90061,33.92037,-118.27383,Los Angeles,28478,4052.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90062,34.0035,-118.30904,Los Angeles,32110,6496.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90063,34.0452,-118.18583,Los Angeles,50536,5940.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90064,34.0358,-118.42653,Los Angeles,26494,2746.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90065,34.10867,-118.22813,Los Angeles,45075,3169.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90066,34.00166,-118.43104,Los Angeles,54975,4414.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90067,34.0565,-118.41373,Los Angeles,3165,2840.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90068,34.12794,-118.32914,Los Angeles,21569,1040.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90069,34.09401,-118.38154,West Hollywood,20318,3645.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90071,34.05239,-118.25518,Los Angeles,304,870.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90073,34.05738,-118.45956,Los Angeles,1053,757.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90077,34.10536,-118.45591,Los Angeles,8158,433.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90079,34.04058,-118.25541,Los Angeles,0,0,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90089,34.02158,-118.2856,Los Angeles,4777,5657.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90094,33.97523,-118.41837,Playa Vista,12127,6553.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90095,34.07121,-118.44334,Los Angeles,0,0,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90201,33.97113,-118.1709,Bell Gardens,93783,6047.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90210,34.10251,-118.41505,Beverly Hills,19652,706.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90211,34.06498,-118.38293,Beverly Hills,8871,4891.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90212,34.06208,-118.40173,Beverly Hills,10834,4418.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90220,33.88058,-118.23591,Compton,49156,2743.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90221,33.88542,-118.20614,Compton,50782,3643.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90222,33.91213,-118.23721,Compton,32173,4589.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90230,33.99691,-118.39487,Culver City,31570,2684.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90232,34.01859,-118.39157,Culver City,16804,3000.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90240,33.9564,-118.11803,Downey,25326,3249.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90241,33.94076,-118.1295,Downey,45484,3601.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90242,33.92216,-118.14167,Downey,40983,3503.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90245,33.91709,-118.40161,El Segundo,16863,1217.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90247,33.89159,-118.29735,Gardena,47303,4861.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90248,33.87689,-118.28362,Gardena,11144,905.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90249,33.90152,-118.31707,Gardena,25967,3373.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90250,33.91383,-118.34996,Hawthorne,94991,5419,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90254,33.86532,-118.39616,Hermosa Beach,19248,5199.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90255,33.97697,-118.21725,Huntington Park,70363,7290.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90260,33.88768,-118.34952,Lawndale,32379,5060.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90262,33.92384,-118.20133,Lynwood,64918,5252.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90263,34.03919,-118.70809,Malibu,1895,3128.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90265,34.07282,-118.84995,Malibu,15914,55.4,6037,Los Angeles,"{""06037"": 68.4, ""06111"": 31.6}",Los Angeles|Ventura,06037|06111
90266,33.88968,-118.39705,Manhattan Beach,34584,3298.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90270,33.98856,-118.18774,Maywood,24522,7961.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90272,34.08066,-118.54459,Pacific Palisades,21438,347.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90274,33.77732,-118.3684,Palos Verdes Peninsula,24988,805.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90275,33.7555,-118.36338,Rancho Palos Verdes,41367,1180.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90277,33.83099,-118.38441,Redondo Beach,35391,3817.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90278,33.87362,-118.37028,Redondo Beach,42536,4473.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90280,33.94453,-118.19256,South Gate,91719,4798.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90290,34.09725,-118.6125,Topanga,5948,122.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90291,33.99447,-118.46315,Venice,25738,4033.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90292,33.97865,-118.44707,Marina Del Rey,23684,4362.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90293,33.95071,-118.43745,Playa Del Rey,12784,1801,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90301,33.95647,-118.35863,Inglewood,36428,5668.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90302,33.97472,-118.35565,Inglewood,28871,5826.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90303,33.93601,-118.33112,Inglewood,23169,4609.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90304,33.93736,-118.35879,Inglewood,26215,6173.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90305,33.9583,-118.33113,Inglewood,14612,2158.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90401,34.01584,-118.49251,Santa Monica,7925,4055.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90402,34.03598,-118.50391,Santa Monica,11178,2113.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90403,34.03164,-118.48975,Santa Monica,25087,6861.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90404,34.02665,-118.47381,Santa Monica,22881,4482.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90405,34.01208,-118.4679,Santa Monica,26809,3720.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90501,33.8336,-118.31419,Torrance,41319,2806.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90502,33.83497,-118.29291,Torrance,18114,3123.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90503,33.84089,-118.3538,Torrance,43764,3208.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90504,33.86693,-118.33135,Torrance,33321,2917.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90505,33.80904,-118.34775,Torrance,35605,2349.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90506,33.88493,-118.33044,Torrance,0,0,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90601,34.0078,-118.03287,Whittier,30472,1109.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90602,33.97317,-118.02341,Whittier,25823,2657.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90603,33.94487,-117.99239,Whittier,20361,2485.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90604,33.93012,-118.01226,Whittier,39378,3612.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90605,33.95209,-118.02085,Whittier,39224,2371.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90606,33.97742,-118.0661,Whittier,31881,3244.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90620,33.84616,-118.01176,Buena Park,46992,2848.5,6059,Orange,"{""06059"": 100}",Orange,6059
90621,33.87396,-117.99346,Buena Park,35735,3291.9,6059,Orange,"{""06059"": 100}",Orange,6059
90623,33.85038,-118.04088,La Palma,15369,3271,6059,Orange,"{""06059"": 97.92, ""06037"": 2.08}",Orange|Los Angeles,06059|06037
90630,33.81814,-118.03814,Cypress,49565,3111.7,6059,Orange,"{""06059"": 99.23, ""06037"": 0.77}",Orange|Los Angeles,06059|06037
90631,33.94266,-117.95126,La Habra,68615,1895.8,6059,Orange,"{""06059"": 54.32, ""06037"": 45.68}",Orange|Los Angeles,06059|06037
90638,33.90236,-118.00907,La Mirada,45714,2277.5,6037,Los Angeles,"{""06037"": 99.07, ""06059"": 0.93}",Los Angeles|Orange,06037|06059
90639,33.90565,-118.01499,La Mirada,1714,4711,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90640,34.01506,-118.111,Montebello,61615,2858.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90650,33.90703,-118.08249,Norwalk,100808,3930.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90660,33.98868,-118.09111,Pico Rivera,60821,3029.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90670,33.93279,-118.0626,Santa Fe Springs,18255,847.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90680,33.80115,-117.99532,Stanton,31949,4833.3,6059,Orange,"{""06059"": 100}",Orange,6059
90701,33.8676,-118.08055,Artesia,16044,3804,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90703,33.86797,-118.06874,Cerritos,48607,2145.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90704,33.3765,-118.43678,Avalon,3764,19.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90706,33.88802,-118.12709,Bellflower,77396,4894.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90710,33.79806,-118.29918,Harbor City,26777,4428.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90712,33.849,-118.14677,Lakewood,30672,2808.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90713,33.84797,-118.11268,Lakewood,28583,3182.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90715,33.84037,-118.07887,Lakewood,20668,4708.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90716,33.8305,-118.07295,Hawaiian Gardens,13743,5759.7,6037,Los Angeles,"{""06037"": 99.79, ""06059"": 0.21}",Los Angeles|Orange,06037|06059
90717,33.79345,-118.31706,Lomita,21319,4109.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90720,33.79573,-118.06342,Los Alamitos,24021,1525.7,6059,Orange,"{""06059"": 100}",Orange,6059
90723,33.89768,-118.16508,Paramount,52546,4273.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90731,33.7334,-118.27398,San Pedro,62452,2606.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90732,33.74319,-118.31048,San Pedro,23104,2494.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90740,33.75461,-118.07129,Seal Beach,24382,851.3,6059,Orange,"{""06059"": 99.87, ""06037"": 0.13}",Orange|Los Angeles,06059|06037
90742,33.71834,-118.07174,Sunset Beach,385,789.3,6059,Orange,"{""06059"": 100}",Orange,6059
90743,33.72963,-118.08594,Surfside,478,1382.5,6059,Orange,"{""06059"": 100}",Orange,6059
90744,33.77821,-118.26087,Wilmington,53678,2332.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90745,33.82117,-118.26458,Carson,57952,2719.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90746,33.85855,-118.25518,Carson,27465,1833,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90747,33.86372,-118.25142,Carson,17,306.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90755,33.80274,-118.16747,Signal Hill,11654,2070.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90802,33.75035,-118.21143,Long Beach,39859,2356.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90803,33.76162,-118.12178,Long Beach,31804,3021.2,6037,Los Angeles,"{""06037"": 99.87, ""06059"": 0.13}",Los Angeles|Orange,06037|06059
90804,33.78223,-118.14917,Long Beach,38306,6850.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90805,33.86494,-118.18051,Long Beach,94631,4924.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90806,33.80819,-118.17797,Long Beach,39972,3158.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90807,33.83098,-118.18113,Long Beach,33320,2910.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90808,33.82406,-118.11236,Long Beach,39351,2212.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90810,33.81912,-118.22096,Long Beach,35648,2104.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90813,33.78237,-118.19656,Long Beach,51689,6480.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90814,33.7716,-118.14351,Long Beach,20676,5989.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90815,33.79572,-118.11592,Long Beach,43461,2378.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90822,33.77825,-118.11871,Long Beach,93,221,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90831,33.76824,-118.20055,Long Beach,0,0,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
90840,33.78449,-118.12133,Long Beach,0,0,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91001,34.19522,-118.13866,Altadena,36402,1701.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91006,34.1352,-118.02667,Arcadia,32106,1928,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91007,34.12842,-118.04818,Arcadia,33141,2324.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91008,34.15363,-117.96862,Duarte,754,151.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91010,34.14114,-117.95918,Duarte,27245,1635.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91011,34.21757,-118.20346,La Canada Flintridge,20094,688.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91016,34.15246,-118.00065,Monrovia,41710,1899.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91020,34.21144,-118.23065,Montrose,7265,3904.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91024,34.17177,-118.04654,Sierra Madre,11020,1217.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91030,34.11029,-118.15748,South Pasadena,26297,2958.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91040,34.25861,-118.33468,Sunland,21436,994.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91042,34.30687,-118.25701,Tujunga,27055,209.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91046,34.2117,-118.24092,Verdugo City,142,10805.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91101,34.14671,-118.13895,Pasadena,20814,6326.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91103,34.16738,-118.16446,Pasadena,24910,2095.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91104,34.16766,-118.12341,Pasadena,35595,3644.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91105,34.14045,-118.16716,Pasadena,12546,1154.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91106,34.13861,-118.12825,Pasadena,23217,3299.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91107,34.15919,-118.08688,Pasadena,32944,1503.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91108,34.12232,-118.11363,San Marino,12464,1270.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91125,34.13772,-118.12492,Pasadena,968,2109.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91201,34.17041,-118.28902,Glendale,22261,3606.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91202,34.18221,-118.26761,Glendale,22258,1746.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91203,34.15287,-118.26355,Glendale,16482,7249,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91204,34.13554,-118.26093,Glendale,18847,6968.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91205,34.13679,-118.24339,Glendale,34890,7107.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91206,34.16076,-118.21311,Glendale,32330,2165.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91207,34.16872,-118.24477,Glendale,10626,2579.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91208,34.19333,-118.23839,Glendale,15467,808,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91210,34.14468,-118.25809,Glendale,334,1350.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91214,34.23759,-118.24778,La Crescenta,31707,1682,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91301,34.12314,-118.75685,Agoura Hills,24477,285.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91302,34.12295,-118.67193,Calabasas,26205,368.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91303,34.19784,-118.6017,Canoga Park,29522,5388.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91304,34.22472,-118.63261,Canoga Park,53794,2136.2,6037,Los Angeles,"{""06037"": 85.99, ""06111"": 14.01}",Los Angeles|Ventura,06037|06111
91306,34.20926,-118.5755,Winnetka,48177,4474.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91307,34.20177,-118.66226,West Hills,25823,1224.8,6037,Los Angeles,"{""06037"": 55.18, ""06111"": 44.82}",Los Angeles|Ventura,06037|06111
91311,34.29011,-118.60776,Chatsworth,40557,480.9,6037,Los Angeles,"{""06037"": 96.78, ""06111"": 3.22}",Los Angeles|Ventura,06037|06111
91316,34.15836,-118.51658,Encino,29246,2069.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91320,34.17339,-118.94795,Newbury Park,43628,834.9,6111,Ventura,"{""06111"": 100}",Ventura,6111
91321,34.36479,-118.4922,Newhall,32668,473.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91324,34.23855,-118.55015,Northridge,29510,2676.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91325,34.23636,-118.51777,Northridge,35116,2815.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91326,34.28022,-118.5566,Porter Ranch,37068,1767,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91330,34.2446,-118.52669,Northridge,2591,2003.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91331,34.25602,-118.41939,Pacoima,98820,4083,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91335,34.20107,-118.5407,Reseda,74802,4398.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91340,34.28668,-118.43479,San Fernando,33750,3798,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91342,34.31778,-118.39207,Sylmar,93513,794.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91343,34.23837,-118.48076,North Hills,61607,4015.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91344,34.28991,-118.5047,Granada Hills,53248,1421.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91345,34.26591,-118.45948,Mission Hills,18282,2175.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91350,34.43028,-118.50283,Santa Clarita,43621,1061.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91351,34.43269,-118.46276,Canyon Country,33553,1491.5,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91352,34.23183,-118.36596,Sun Valley,46153,1536.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91354,34.46039,-118.5528,Valencia,33059,1742,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91355,34.42379,-118.58437,Valencia,28777,844.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91356,34.15504,-118.54757,Tarzana,30809,1622.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037
91360,34.21475,-118.87735,Thousand Oaks,42315,1063.5,6111,Ventura,"{""06111"": 100}",Ventura,6111
91361,34.14016,-118.88398,Westlake Village,18728,250.5,6111,Ventura,"{""06111"": 81.98, ""06037"": 18.02}",Ventura|Los Angeles,06111|06037
