dairy_name,dairy_address,avg_milk_cows,avg_dry_cows,avg_bred_heifers,avg_heifers,avg_calves_4_6_mo,avg_calves_0_3_mo,avg_other,filename,avg_milk_prod_kg_per_cow,avg_milk_prod_l_per_cow,reported_annual_milk_production_l,total_herd_size,total_applied_n_lbs,total_reported_n_lbs,unaccounted_for_n_lbs,total_applied_p_lbs,total_reported_p_lbs,unaccounted_for_p_lbs,total_applied_k_lbs,total_reported_k_lbs,unaccounted_for_k_lbs,total_applied_salt_lbs,total_reported_salt_lbs,unaccounted_for_salt_lbs,total_ww_gen_liters,wastewater_to_reported,estimated_annual_milk_production_l,wastewater_estimated,wastewater_to_estimated,wastewater_ratio_discrepancy,calculated_manure_factor,manure_factor_discrepancy,usda_nitrogen_estimate_lbs,ucce_nitrogen_estimate_lbs,nitrogen_discrepancy,usda_nitrogen_pct_deviation,ucce_nitrogen_pct_deviation
Martin Bangma Dairy,8847 Schaefer Avenue,0.0,0.0,,20.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2221.6097560975613,0.0,0.0,0.0
Marvo Holsteins #2,34860 Ramona Expressway,500.0,0.0,,700.0,,0.0,50.0,R8_animals.csv,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5797949.0216,5971887.492248,0.0,0.0,0.0,0.0,0.0,229566.34146341463,0.0,0.0,0.0
Marvo Holsteins Dairy,18400 Main Street,1500.0,300.0,,800.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20872616.47776,21498794.9720928,0.0,0.0,0.0,0.0,0.0,635380.3902439025,0.0,0.0,0.0
O & S Holsteins,1970 Warren Road,1175.0,200.0,,500.0,,575.0,0.0,R8_animals.csv,0.0,0.0,0.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15944359.809400002,16422690.603682002,0.0,0.0,0.0,0.0,0.0,494308.1707317073,0.0,0.0,0.0
O & S Holsteins,1970 Warren Road,1175.0,200.0,,500.0,,575.0,0.0,R8_animals.csv,0.0,0.0,0.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15944359.809400002,16422690.603682002,0.0,0.0,0.0,0.0,0.0,494308.1707317073,0.0,0.0,0.0
OK Cattle - Eucalyptus,7278 1/2 Eucalyptus Avenue,0.0,148.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716192.9103936001,1767678.697705408,0.0,0.0,0.0,0.0,0.0,44935.76,0.0,0.0,0.0
OK Cattle - Schaefer,13831 Euclid Avenue,0.0,700.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8117128.63024,8360642.4891472,0.0,0.0,0.0,0.0,0.0,212534.0,0.0,0.0,0.0
OK Cattle LLC,7330 Edison Avenue,0.0,950.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11016103.14104,11346586.235271199,0.0,0.0,0.0,0.0,0.0,288439.0,0.0,0.0,0.0
OK Cattle LLC,7330 Edison Avenue,0.0,950.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11016103.14104,11346586.235271199,0.0,0.0,0.0,0.0,0.0,288439.0,0.0,0.0,0.0
Ontario Ranch Holsteins #1 - 8535 Edison,8535  Edison Avenue ,450.0,0.0,,100.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5218154.11944,5374698.7430232,0.0,0.0,0.0,0.0,0.0,147737.04878048782,0.0,0.0,0.0
Ontario Ranch Holsteins #1 - 8535 Edison,8535  Edison Avenue ,450.0,0.0,,100.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5218154.11944,5374698.7430232,0.0,0.0,0.0,0.0,0.0,147737.04878048782,0.0,0.0,0.0
Ontario Ranch Holsteins #2,14333 Walker Avenue,305.0,250.0,,30.0,,30.0,0.0,R8_animals.csv,0.0,0.0,0.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6435723.413976,6628795.11639528,0.0,0.0,0.0,0.0,0.0,172952.3195121951,0.0,0.0,0.0
Ontario Ranch Holsteins #2,14333 Walker Avenue,305.0,250.0,,30.0,,30.0,0.0,R8_animals.csv,0.0,0.0,0.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6435723.413976,6628795.11639528,0.0,0.0,0.0,0.0,0.0,172952.3195121951,0.0,0.0,0.0
Oostdam Dairy,1710 North Warren Road,1400.0,250.0,,0.0,,250.0,0.0,R8_animals.csv,0.0,0.0,0.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19133231.771279998,19707228.724418398,0.0,0.0,0.0,0.0,0.0,510229.7073170732,0.0,0.0,0.0
Oostdam Dairy,1710 North Warren Road,1400.0,250.0,,0.0,,250.0,0.0,R8_animals.csv,0.0,0.0,0.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19133231.771279998,19707228.724418398,0.0,0.0,0.0,0.0,0.0,510229.7073170732,0.0,0.0,0.0
Oostdam Dairy Heifer Ranch,1655 North Ramona Boulevard,0.0,0.0,,200.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22216.097560975617,0.0,0.0,0.0
P & D Dairy #10,,0.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P & D Dairy #3,13905 Bon View Avenue,0.0,0.0,,1527.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,1527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169619.9048780488,0.0,0.0,0.0
P & D Dairy #4,,0.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P & D Dairy #5,,0.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P & D Dairy #6,,0.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P & D Dairy #7,,0.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P & D Dairy #8,,0.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P & D Dairy #9,,0.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pastime Lakes Dairy,34240 Ramona Expressway,1896.0,509.0,,187.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,2592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27888134.793896,28724778.83771288,0.0,0.0,0.0,0.0,0.0,750978.1512195122,0.0,0.0,0.0
Pastime Lakes Dairy,34240 Ramona Expressway,1896.0,509.0,,187.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,2592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27888134.793896,28724778.83771288,0.0,0.0,0.0,0.0,0.0,750978.1512195122,0.0,0.0,0.0
Pastime Lakes Dairy,34240 Ramona Expressway,1896.0,509.0,,187.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,2592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27888134.793896,28724778.83771288,0.0,0.0,0.0,0.0,0.0,750978.1512195122,0.0,0.0,0.0
Pastime Lakes Dairy,34240 Ramona Expressway,1896.0,509.0,,187.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,2592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27888134.793896,28724778.83771288,0.0,0.0,0.0,0.0,0.0,750978.1512195122,0.0,0.0,0.0
Pastime Lakes Dairy,34240 Ramona Expressway,1896.0,509.0,,187.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,2592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27888134.793896,28724778.83771288,0.0,0.0,0.0,0.0,0.0,750978.1512195122,0.0,0.0,0.0
Ramona Dairy,2451 Ramona Expressway,4300.0,650.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,4950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57399695.31384,59121686.173255205,0.0,0.0,0.0,0.0,0.0,1502919.0,0.0,0.0,0.0
Ramona Dairy #2,581 North Warren Road,2300.0,300.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30149334.91232,31053814.9596896,0.0,0.0,0.0,0.0,0.0,789412.0,0.0,0.0,0.0
Riverbed Dairy - 38980 Record,38980 Record Road,3200.0,400.0,,200.0,,0.0,50.0,R8_animals.csv,0.0,0.0,0.0,3850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41745232.95552,42997589.9441856,0.0,0.0,0.0,0.0,0.0,1115248.0975609755,0.0,0.0,0.0
Riverbed Dairy - 38980 Record,38980 Record Road,3200.0,400.0,,200.0,,0.0,50.0,R8_animals.csv,0.0,0.0,0.0,3850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41745232.95552,42997589.9441856,0.0,0.0,0.0,0.0,0.0,1115248.0975609755,0.0,0.0,0.0
Riverbed Dairy - 38980 Record,38980 Record Road,3200.0,400.0,,200.0,,0.0,50.0,R8_animals.csv,0.0,0.0,0.0,3850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41745232.95552,42997589.9441856,0.0,0.0,0.0,0.0,0.0,1115248.0975609755,0.0,0.0,0.0
Riverbed Dairy - 38980 Record,38980 Record Road,3200.0,400.0,,200.0,,0.0,50.0,R8_animals.csv,0.0,0.0,0.0,3850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41745232.95552,42997589.9441856,0.0,0.0,0.0,0.0,0.0,1115248.0975609755,0.0,0.0,0.0
Riverbed Dairy - 38980 Record,38980 Record Road,3200.0,400.0,,200.0,,0.0,50.0,R8_animals.csv,0.0,0.0,0.0,3850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41745232.95552,42997589.9441856,0.0,0.0,0.0,0.0,0.0,1115248.0975609755,0.0,0.0,0.0
SD Farms II,7220 Chino Avenue,1260.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14610831.534432,15049156.48046496,0.0,0.0,0.0,0.0,0.0,382561.2,0.0,0.0,0.0
SD Farms II,7220 Chino Avenue,1260.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14610831.534432,15049156.48046496,0.0,0.0,0.0,0.0,0.0,382561.2,0.0,0.0,0.0
SD Farms II,7220 Chino Avenue,1260.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14610831.534432,15049156.48046496,0.0,0.0,0.0,0.0,0.0,382561.2,0.0,0.0,0.0
SD Farms II,7220 Chino Avenue,1260.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14610831.534432,15049156.48046496,0.0,0.0,0.0,0.0,0.0,382561.2,0.0,0.0,0.0
SD Farms II,7220 Chino Avenue,1260.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14610831.534432,15049156.48046496,0.0,0.0,0.0,0.0,0.0,382561.2,0.0,0.0,0.0
SD Farms II,7220 Chino Avenue,1260.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14610831.534432,15049156.48046496,0.0,0.0,0.0,0.0,0.0,382561.2,0.0,0.0,0.0
SD Farms II,7220 Chino Avenue,1260.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14610831.534432,15049156.48046496,0.0,0.0,0.0,0.0,0.0,382561.2,0.0,0.0,0.0
SD Farms II-2,13159 Euclid Avenue,0.0,162.0,,89.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1878535.4829984,1934891.547488352,0.0,0.0,0.0,0.0,0.0,59072.60341463415,0.0,0.0,0.0
Scott Bros Dairy,18051 Gilman Springs Road,1067.0,180.0,,436.0,,669.0,0.0,R8_animals.csv,0.0,0.0,0.0,2352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14460084.8598704,14893887.405666513,0.0,0.0,0.0,0.0,0.0,451816.18146341457,0.0,0.0,0.0
Simoes Dairy - Riverside,8625 East Riverside Drive,220.0,78.0,,0.0,,0.0,33.0,R8_animals.csv,0.0,0.0,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3455577.6168736,3559244.945379808,0.0,0.0,0.0,0.0,0.0,90478.76,0.0,0.0,0.0
Souza Dairy,16221 Euclid Avenue,460.0,40.0,,70.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5797949.0216,5971887.492248,0.0,0.0,0.0,0.0,0.0,159585.63414634144,0.0,0.0,0.0
Tiva Dairy,7587 Edison Avenue,900.0,200.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12755487.847520001,13138152.482945602,0.0,0.0,0.0,0.0,0.0,333982.0,0.0,0.0,0.0
Tiva Dairy,7587 Edison Avenue,900.0,200.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12755487.847520001,13138152.482945602,0.0,0.0,0.0,0.0,0.0,333982.0,0.0,0.0,0.0
Tiva Dairy,7587 Edison Avenue,900.0,200.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12755487.847520001,13138152.482945602,0.0,0.0,0.0,0.0,0.0,333982.0,0.0,0.0,0.0
William Koot,,0.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Koot,,0.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Koot Dairy - Holland,32309 Holland Road,1200.0,150.0,,200.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15654462.35832,16124096.2290696,0.0,0.0,0.0,0.0,0.0,432103.0975609756,0.0,0.0,0.0
Zephyr Dairy,7360 Pine Avenue,0.0,0.0,,0.0,,720.0,0.0,R8_animals.csv,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26659.317073170732,0.0,0.0,0.0
,,0.0,0.0,,0.0,,0.0,0.0,R8_animals.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,43542.0,9707.0,,16867.0,,13776.0,1369.0,R8_animals.csv,0.0,0.0,0.0,85261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617469974.9023567,635994074.1494274,0.0,0.0,0.0,0.0,0.0,18551137.56780488,0.0,0.0,0.0
